Дата рождения;Пол;Дата приема;Дата увольнения;Должность;Подразделение;Дата активации;Дата начала обучения;Дата последнего посещения;Баллы;1;Название курса
14.05.1992 0:00;w;18.10.2016 0:00;01.01.2001 0:00;Менеджер по работе с клиентами;Отдел по работе с клиентами LTL;03.11.2016 13:23;03.11.2016 13:23;03.11.2016 13:30;56,00;В процессе;Навыки оперативного менеджмента
02.09.1988 0:00;w;18.10.2016 0:00;01.01.2001 0:00;Оператор информационной базы;Отдел сопровождения перевозок LTL;05.11.2016 13:12;05.11.2016 13:12;24.01.2017 16:57;0,00;В процессе;Обучающий курс Microsoft PowerPoint 2010
20.07.1974 0:00;w;07.11.2016 0:00;01.01.2001 0:00;Оператор информационной базы сменный;Отдел сопровождения перевозок FTL;08.11.2016 12:42;;;0,00;Назначен;Вводный курс. ДЛ-Транс
13.12.1986 0:00;w;03.11.2016 0:00;01.01.2001 0:00;Оператор информационной базы сменный;Отдел сопровождения перевозок FTL;08.11.2016 12:42;17.11.2016 11:40;;0,00;Назначен;Вводный курс. ДЛ-Транс
18.12.1982 0:00;m;16.05.2016 0:00;01.01.2001 0:00;Старший контролер по режиму;Складская группа;08.11.2016 13:44;08.11.2016 13:44;08.11.2016 15:37;0,00;В процессе;Формирование и развитие команды
27.02.1988 0:00;w;03.05.2011 0:00;01.01.2001 0:00;Кассир-операционист;Отдел сопровождения перевозок LTL;09.11.2016 16:33;09.11.2016 16:34;09.11.2016 17:14;18,00;В процессе;Эффективное управление конфликтами
07.01.1987 0:00;w;14.05.2014 0:00;01.01.2001 0:00;Руководитель отдела по округу;Отдел сопровождения перевозок LTL;10.11.2016 19:01;;;0,00;Назначен;Оператор ИБ (Оформление накладной с различными видами услуг)/ Отдел сопровождения перевозок LTL/ Базовый уровень
27.08.1983 0:00;w;25.09.2006 0:00;01.01.2001 0:00;Тренер;Группа обучения персонала;10.11.2016 19:01;10.11.2016 19:19;;0,00;Назначен;Оператор ИБ (Оформление накладной с различными видами услуг)/ Отдел сопровождения перевозок LTL/ Базовый уровень
28.05.1992 0:00;w;25.04.2012 0:00;01.01.2001 0:00;Тренер;Группа обучения персонала;10.11.2016 19:01;15.11.2016 9:26;;0,00;Назначен;Оператор ИБ (Оформление накладной с различными видами услуг)/ Отдел сопровождения перевозок LTL/ Базовый уровень
28.06.1987 0:00;w;12.01.2015 0:00;01.01.2001 0:00;Менеджер по обучению;Направление профессионального обучения;10.11.2016 19:01;15.11.2016 20:02;15.09.2017 16:58;0,00;В процессе;Оператор ИБ (Оформление накладной с различными видами услуг)/ Отдел сопровождения перевозок LTL/ Базовый уровень
13.01.1989 0:00;w;15.06.2010 0:00;01.01.2001 0:00;Старший оператор информационной базы;Отдел сопровождения перевозок LTL;10.11.2016 19:01;;;0,00;Назначен;Оператор ИБ (Оформление накладной с различными видами услуг)/ Отдел сопровождения перевозок LTL/ Базовый уровень
28.05.1989 0:00;w;27.01.2012 0:00;01.01.2001 0:00;Тренер;Группа обучения персонала;10.11.2016 19:01;10.11.2016 20:15;30.06.2017 16:35;0,00;В процессе;Оператор ИБ (Оформление накладной с различными видами услуг)/ Отдел сопровождения перевозок LTL/ Базовый уровень
15.06.1986 0:00;w;03.03.2008 0:00;01.01.2001 0:00;Руководитель отдела по региону;Отдел сопровождения перевозок LTL;10.11.2016 19:01;;;0,00;Назначен;Оператор ИБ (Оформление накладной с различными видами услуг)/ Отдел сопровождения перевозок LTL/ Базовый уровень
26.11.1975 0:00;w;04.07.2016 0:00;01.01.2001 0:00;Начальник отдела;Отдел обучения и развития персонала;10.11.2016 19:01;;;0,00;Назначен;Оператор ИБ (Оформление накладной с различными видами услуг)/ Отдел сопровождения перевозок LTL/ Базовый уровень
01.07.1980 0:00;w;13.05.2003 0:00;01.01.2001 0:00;Начальник отдела;Отдел поддержки регионов;10.11.2016 19:01;10.11.2016 21:38;;0,00;Назначен;Оператор ИБ (Оформление накладной с различными видами услуг)/ Отдел сопровождения перевозок LTL/ Базовый уровень
02.03.1989 0:00;w;30.11.2015 0:00;01.01.2001 0:00;Тренер;Группа обучения персонала;10.11.2016 19:01;02.12.2016 20:17;17.05.2017 14:26;8,00;В процессе;Оператор ИБ (Оформление накладной с различными видами услуг)/ Отдел сопровождения перевозок LTL/ Базовый уровень
28.11.1988 0:00;w;06.04.2011 0:00;01.01.2001 0:00;Менеджер по работе с регионами;Группа регионального развития;10.11.2016 19:01;;;0,00;Назначен;Оператор ИБ (Оформление накладной с различными видами услуг)/ Отдел сопровождения перевозок LTL/ Базовый уровень
10.08.1985 0:00;w;01.03.2011 0:00;01.01.2001 0:00;Методолог;Направление профессионального обучения;10.11.2016 19:01;;;0,00;Назначен;Оператор ИБ (Оформление накладной с различными видами услуг)/ Отдел сопровождения перевозок LTL/ Базовый уровень
26.12.1978 0:00;w;08.11.2011 0:00;01.01.2001 0:00;Тренер;Группа обучения персонала;10.11.2016 19:01;11.11.2016 19:06;29.01.2018 17:09;9,00;В процессе;Оператор ИБ (Оформление накладной с различными видами услуг)/ Отдел сопровождения перевозок LTL/ Базовый уровень
14.07.1988 0:00;w;27.07.2009 0:00;01.01.2001 0:00;Старший менеджер;Отдел сопровождения перевозок LTL;10.11.2016 19:01;;;0,00;Назначен;Оператор ИБ (Оформление накладной с различными видами услуг)/ Отдел сопровождения перевозок LTL/ Базовый уровень
22.06.1984 0:00;m;25.10.2007 0:00;01.01.2001 0:00;Начальник отдела;Отдел сопровождения перевозок LTL;10.11.2016 19:01;17.11.2016 19:02;;0,00;Назначен;Оператор ИБ (Оформление накладной с различными видами услуг)/ Отдел сопровождения перевозок LTL/ Базовый уровень
15.02.1986 0:00;m;08.09.2015 0:00;01.01.2001 0:00;Руководитель отдела по округу;Отдел сопровождения перевозок LTL;10.11.2016 19:01;22.02.2017 8:34;17.03.2017 15:36;4,00;В процессе;Оператор ИБ (Оформление накладной с различными видами услуг)/ Отдел сопровождения перевозок LTL/ Базовый уровень
10.09.1986 0:00;w;19.08.2008 0:00;01.01.2001 0:00;Менеджер по развитию;Отдел сопровождения перевозок LTL;10.11.2016 19:01;;;0,00;Назначен;Оператор ИБ (Оформление накладной с различными видами услуг)/ Отдел сопровождения перевозок LTL/ Базовый уровень
29.09.1982 0:00;w;02.12.2014 0:00;01.01.2001 0:00;Менеджер по развитию;Отдел сопровождения перевозок LTL;10.11.2016 19:01;10.11.2016 19:04;;0,00;Назначен;Оператор ИБ (Оформление накладной с различными видами услуг)/ Отдел сопровождения перевозок LTL/ Базовый уровень
