DEPARTURE CITY,DEPARTURE STATE,DEPARTURE CARRIER,ARRIVAL CITY,ARRIVAL STATE,ARRIVAL CARRIER,RAIL SPEED SPEED,RAIL CAR TYPE TYPE,RAIL OWNERSHIP OWNERSHIP,RAIL CARLOAD LOAD,DEPEARTURE DATE,ARRIVAL DATE,CAR VALUE,DAMAGED,WEIGHT,FUEL USED,PROPER DESTINATION,MILES,# OF STOPS
Memphis,TN,BNSF,Montreal,PQ,CP,Manifest,Box,System,Coal,8/29/2013 0:00,9/16/2013 0:00,244944,5184.840961,125,35.69440357,Yes,511,2
Jackson Yard,MS,CN,Lincoln,NE,BNSF,Multilevel,Box,System,Intermodal,3/30/2013 0:00,4/7/2013 0:00,98432,3712.961088,180,56.9022503,Yes,1908,0
Sheffield,AL,NS,Birmingham,AL,NS,Manifest,Box,Foreign,Intermodal,11/3/2013 0:00,11/18/2013 0:00,175883,4641.752402,141,49.3442049,Yes,798,2
Nashville,TN,CSX,Shreveport,LA,KCS,Intermodal,Box,Private,Intermodal,9/22/2013 0:00,10/6/2013 0:00,182965,120342.6824,170,58.52177998,Yes,2185,5
Linwood,NC,NS,Kansas City,MO,KCS,Multilevel,Box,System,Intermodal,12/20/2013 0:00,1/10/2014 0:00,142927,6101.774685,115,38.85771018,Yes,489,0
Cincinnati,OH,CSX,Houston(Englewood),TX,UP,Grain Unit,Box,Foreign,Intermodal,2/25/2013 0:00,3/8/2013 0:00,240033,7232.727022,121,37.11413269,Yes,1691,3
Jackson Yard,MS,CN,Macon,GA,NS,Multilevel,Box,System,Nonmetallic Minerals and Products,8/13/2013 0:00,8/25/2013 0:00,92634,2092.274045,85,22.94680856,Yes,785,3
Jackson Yard,MS,CN,North Platte East,NE,UP,Multilevel,Box,System,Metallic Ores and Metals,6/15/2013 0:00,7/3/2013 0:00,138965,6973.184906,183,63.51173696,Yes,702,3
Kansas City,KS,BNSF,Corbin,KY,CSX,Multilevel,Box,Foreign,Intermodal,12/25/2013 0:00,1/10/2014 0:00,140567,1284.765351,183,54.87779473,Yes,1112,1
Memphis,TN,BNSF,Harrison Yard (Memphis),TN,CN,Coal Unit,Box,Private,Chemicals,1/28/2013 0:00,2/15/2013 0:00,201328,71005.38285,83,26.90582074,Yes,1002,1
Chattanooga,TN,NS,Birmingham,AL,NS,Grain Unit,Box,System,Motor Vehicles and Parts,4/30/2013 0:00,5/13/2013 0:00,128255,66767.74607,145,47.34990709,Yes,486,3
Columbus,OH,NS,Russell,KY,CSX,Grain Unit,Box,Private,Metallic Ores and Metals,1/7/2013 0:00,1/27/2013 0:00,185379,2141.212114,134,39.81520781,Yes,491,0
Buffalo,NY,CSX,St. Paul,MN,CP,Grain Unit,Box,Private,Nonmetallic Minerals and Products,3/4/2013 0:00,3/21/2013 0:00,230396,10248.82992,106,30.9859298,Yes,1917,3
Livonia,LA,UP,Indianapolis,IN,CSX,Multilevel,Box,Foreign,Intermodal,5/31/2013 0:00,6/13/2013 0:00,104119,552.2850277,191,51.23428847,Yes,1458,2
Willard,OH,CSX,Hinkle,OR,UP,Grain Unit,Box,Foreign,Coal,1/19/2013 0:00,1/28/2013 0:00,81165,2213.27448,183,57.47850106,Yes,1846,0
Chicago,IL,CP,Baltimore,MD,CSX,Multilevel,Box,Private,Intermodal,6/18/2013 0:00,6/28/2013 0:00,237075,9565.689135,189,54.1198727,Yes,1534,3
Tulsa,OK,BNSF,West Colton,CA,UP,Manifest,Box,System,Intermodal,4/26/2013 0:00,5/3/2013 0:00,156358,3859.758917,121,32.10606617,Yes,966,1
Columbus,OH,NS,Russell,KY,CSX,Coal Unit,Box,Private,Coal,4/20/2013 0:00,4/30/2013 0:00,152781,9061.976689,92,29.48503798,Yes,897,2
Chicago(Proviso),IL,UP,Chicago(Proviso),IL,UP,Intermodal,Box,Private,Intermodal,9/5/2013 0:00,9/17/2013 0:00,132360,5731.990189,156,53.63438268,Yes,1729,1
Houston(Englewood),TX,UP,Milwaukee,WI,CP,Grain Unit,Box,Foreign,Grain,10/5/2013 0:00,10/16/2013 0:00,157197,9081.143254,188,57.81152864,Yes,1530,1
North Little Rock,AR,UP,Birmingham,AL,NS,Manifest,Box,Foreign,Intermodal,12/12/2013 0:00,12/28/2013 0:00,184225,6615.28477,147,44.77867013,Yes,2162,0
Sheffield,AL,NS,Baltimore,MD,CSX,Multilevel,Box,Private,Coal,7/30/2013 0:00,8/11/2013 0:00,224610,9534.720584,143,44.40558828,Yes,1522,5
Galesburg,IL,BNSF,Markham Yard,IL,CN,Grain Unit,Box,System,Intermodal,6/29/2013 0:00,7/17/2013 0:00,242220,9302.393263,86,23.91072102,Yes,532,1
Columbus,OH,NS,Shreveport,LA,KCS,Grain Unit,Box,System,Forest Products,8/17/2013 0:00,8/31/2013 0:00,170450,8120.034664,106,35.81145119,Yes,607,5
Chicago,IL,CP,St. Paul,MN,CP,Grain Unit,Box,Private,Intermodal,9/8/2013 0:00,9/21/2013 0:00,76549,1770.676484,181,62.86723776,Yes,874,5
Corbin,KY,CSX,Louisville,KY,CSX,Grain Unit,Box,Private,Intermodal,9/26/2013 0:00,10/6/2013 0:00,101869,4218.102048,161,55.68848431,Yes,1504,1
Pasco,WA,BNSF,Houston,TX,BNSF,Manifest,Box,Private,Nonmetallic Minerals and Products,7/28/2013 0:00,8/9/2013 0:00,175780,2881.659581,182,51.34146701,Yes,1555,3
Northtown,MN,BNSF,Shreveport,LA,KCS,Manifest,Box,System,Nonmetallic Minerals and Products,8/23/2013 0:00,9/4/2013 0:00,180166,3541.893912,198,51.43412125,Yes,1008,2
Macon,GA,NS,Houston,TX,BNSF,Manifest,Box,System,Coal,2/25/2013 0:00,3/6/2013 0:00,156436,8849.509989,103,28.41794314,Yes,2029,0
Fond du Lac Yard,WI,CN,Shreveport,LA,KCS,Multilevel,Box,System,Intermodal,6/28/2013 0:00,7/11/2013 0:00,143957,7034.089001,109,29.19694263,Yes,1729,1
North Little Rock,AR,UP,West Colton,CA,UP,Coal Unit,Box,Private,Nonmetallic Minerals and Products,5/30/2013 0:00,6/13/2013 0:00,195160,10388.21277,166,43.16767817,Yes,1402,4
Macon,GA,NS,Pasco,WA,BNSF,Grain Unit,Box,System,Intermodal,1/17/2013 0:00,2/3/2013 0:00,226907,4108.419112,134,40.6140228,Yes,1713,2
Decatur,IL,NS,Jackson,MS,KCS,Grain Unit,Box,Private,Nonmetallic Minerals and Products,8/27/2013 0:00,9/4/2013 0:00,117304,1080.240743,86,27.08206728,Yes,1954,0
New Orleans,LA,NS,Pasco,WA,BNSF,Multilevel,Box,System,Intermodal,3/13/2013 0:00,3/28/2013 0:00,171405,3252.248021,111,37.00305304,Yes,1155,0
Selkirk,NY,CSX,Kansas City,MO,UP,Intermodal,Box,System,Motor Vehicles and Parts,12/27/2013 0:00,1/7/2014 0:00,123672,6589.778124,130,44.46557089,Yes,1187,0
Jackson,MS,KCS,New Orleans,LA,NS,Multilevel,Box,Private,Intermodal,9/20/2013 0:00,10/9/2013 0:00,131917,4869.297935,174,48.16439411,Yes,361,2
St. Paul,MN,CP,Birmingham,AL,NS,Manifest,Box,Foreign,Intermodal,8/30/2013 0:00,9/12/2013 0:00,225456,8616.6507,136,36.32940195,Yes,677,3
Linwood,NC,NS,Knoxville,TN,NS,Manifest,Box,Foreign,Intermodal,8/22/2013 0:00,9/1/2013 0:00,131923,2336.217182,148,47.64839883,Yes,1727,2
Corbin,KY,CSX,Birmingham,AL,NS,Grain Unit,Box,Private,Other,8/10/2013 0:00,8/22/2013 0:00,210044,3228.51497,183,57.58450948,Yes,1477,4
Monterrey,NL,KCS,Houston,TX,BNSF,Coal Unit,Box,System,Chemicals,8/21/2013 0:00,9/7/2013 0:00,151470,4388.127234,189,59.23054319,Yes,1197,0
Selkirk,NY,CSX,Houston(Englewood),TX,UP,Multilevel,Box,System,Coal,7/24/2013 0:00,8/5/2013 0:00,158718,8696.866054,92,31.38060456,Yes,1237,3
Chicago,IL,CP,Indianapolis,IN,CSX,Intermodal,Box,Private,Coal,7/30/2013 0:00,8/8/2013 0:00,193084,5074.764177,136,43.36741575,Yes,1098,2
Montgomery,AL,CSX,Allentown,PA,NS,Grain Unit,Box,Private,Intermodal,6/24/2013 0:00,7/11/2013 0:00,192917,8887.855964,193,55.20563687,Yes,1596,3
Kansas City,MO,KCS,Houston(Englewood),TX,UP,Grain Unit,Box,Foreign,Intermodal,1/25/2013 0:00,2/4/2013 0:00,162097,8166.029995,176,48.61127514,Yes,344,4
Chattanooga,TN,NS,Pasco,WA,BNSF,Manifest,Box,Private,Intermodal,3/27/2013 0:00,4/12/2013 0:00,243826,57787.06795,160,48.43072218,Yes,1311,2
Buffalo,NY,CSX,Elkhart,IN,NS,Coal Unit,Box,Foreign,Intermodal,1/22/2013 0:00,2/4/2013 0:00,229680,6991.966373,137,34.57428816,Yes,321,2
Selkirk,NY,CSX,Indianapolis,IN,CSX,Coal Unit,Box,Foreign,Intermodal,7/22/2013 0:00,8/7/2013 0:00,214148,5813.26881,184,63.10071753,Yes,472,0
Corbin,KY,CSX,Columbus,OH,NS,Grain Unit,Box,Foreign,Intermodal,2/23/2013 0:00,3/4/2013 0:00,189494,9869.347466,102,30.1589622,Yes,448,1
Harrison Yard (Memphis),TN,CN,Roanoke,VA,NS,Manifest,Box,Private,Petroleum and Petroleum Products,4/18/2013 0:00,4/27/2013 0:00,83235,65278.22465,133,34.98317096,Yes,1291,0
Kansas City,MO,KCS,Galesburg,IL,BNSF,Coal Unit,Box,Private,Intermodal,3/12/2013 0:00,3/26/2013 0:00,93313,1583.128444,97,30.08860048,Yes,822,4
Memphis,TN,BNSF,Pine Bluff,AR,UP,Intermodal,Box,Private,Intermodal,7/30/2013 0:00,8/12/2013 0:00,200492,16296.61553,111,29.73304986,Yes,1219,1
Roseville,CA,UP,Kansas City,KS,BNSF,Manifest,Box,Foreign,Intermodal,10/11/2013 0:00,10/29/2013 0:00,109152,2470.834415,192,64.76184171,Yes,2058,1
Willard,OH,CSX,Galesburg,IL,BNSF,Manifest,Box,Foreign,Metallic Ores and Metals,3/3/2013 0:00,3/21/2013 0:00,227096,7844.755179,181,56.79835164,Yes,2184,3
Hinkle,OR,UP,Milwaukee,WI,CP,Intermodal,Box,Foreign,Intermodal,2/14/2013 0:00,3/5/2013 0:00,169832,3720.149187,181,58.77449683,Yes,432,4
Columbus,OH,NS,Pine Bluff,AR,UP,Manifest,Box,Private,Nonmetallic Minerals and Products,8/19/2013 0:00,9/7/2013 0:00,99870,3551.111364,104,26.967634,Yes,1822,5
Toledo,OH,CSX,Hinkle,OR,UP,Manifest,Box,Foreign,Intermodal,9/25/2013 0:00,10/2/2013 0:00,227079,1044.51156,194,59.30259083,Yes,729,2
Jackson,MS,KCS,Fort Worth,TX,UP,Grain Unit,Box,Foreign,Motor Vehicles and Parts,11/7/2013 0:00,11/27/2013 0:00,197512,10375.60689,92,30.75885082,Yes,1672,2
Shreveport,LA,KCS,Cincinnati,OH,CSX,Coal Unit,Box,System,Intermodal,12/17/2013 0:00,1/3/2014 0:00,162100,1932.872287,186,59.62019989,Yes,2012,1
Houston,TX,BNSF,Waycross,GA,CSX,Grain Unit,Box,System,Chemicals,3/30/2013 0:00,4/15/2013 0:00,226808,5141.166184,125,37.63916089,Yes,1355,4
Corbin,KY,CSX,Harrison Yard (Memphis),TN,CN,Intermodal,Box,Foreign,Coal,9/17/2013 0:00,10/1/2013 0:00,138677,7010.902182,112,28.88134482,Yes,1364,4
Baltimore,MD,CSX,Hinkle,OR,UP,Grain Unit,Box,System,Grain,6/24/2013 0:00,7/7/2013 0:00,107354,5605.113374,105,26.92431171,Yes,494,1
North Little Rock,AR,UP,Kansas City,KS,BNSF,Multilevel,Box,Foreign,Nonmetallic Minerals and Products,11/13/2013 0:00,11/22/2013 0:00,130911,6117.22474,171,56.22688574,Yes,1520,2
Memphis,TN,BNSF,Roseville,CA,UP,Intermodal,Box,Foreign,Coal,5/25/2013 0:00,6/3/2013 0:00,82813,60343.00375,142,36.86579087,Yes,1697,4
Lincoln,NE,BNSF,Pine Bluff,AR,UP,Intermodal,Box,Foreign,Intermodal,7/8/2013 0:00,7/26/2013 0:00,226408,9434.43601,188,54.80772949,Yes,352,3
Tulsa,OK,BNSF,Nashville,TN,CSX,Coal Unit,Box,Private,Intermodal,11/30/2013 0:00,12/14/2013 0:00,182667,10540.96564,184,58.9372486,Yes,264,0
New Orleans,LA,NS,Northtown,MN,BNSF,Manifest,Box,Private,Intermodal,2/4/2013 0:00,2/21/2013 0:00,247764,1584.584236,106,30.3784997,Yes,1146,2
Fort Worth,TX,UP,Waycross,GA,CSX,Coal Unit,Box,Foreign,Intermodal,12/27/2013 0:00,1/3/2014 0:00,174744,7803.885075,113,34.99948584,Yes,1696,3
Russell,KY,CSX,Fort Worth,TX,BNSF,Coal Unit,Box,Foreign,Coal,8/18/2013 0:00,8/26/2013 0:00,128429,386.1269328,150,43.49222999,Yes,379,4
Houston(Englewood),TX,UP,Houston(Settegast),TX,UP,Grain Unit,Box,System,Chemicals,6/20/2013 0:00,6/28/2013 0:00,240105,7672.428616,194,48.66282761,Yes,2166,3
Hinkle,OR,UP,Hamlet,NC,CSX,Grain Unit,Box,Private,Intermodal,1/2/2013 0:00,1/19/2013 0:00,172407,1952.51808,176,44.71965602,Yes,938,3
St. Paul,MN,CP,Monterrey,NL,KCS,Intermodal,Box,System,Petroleum and Petroleum Products,12/28/2013 0:00,1/14/2014 0:00,105690,3101.815173,174,53.74718934,Yes,1846,2
Cincinnati,OH,CSX,Hinkle,OR,UP,Manifest,Box,System,Intermodal,4/6/2013 0:00,4/22/2013 0:00,240270,219.7811706,102,30.71671307,Yes,1322,4
Chicago(Proviso),IL,UP,Allentown,PA,NS,Grain Unit,Box,System,Intermodal,3/2/2013 0:00,3/12/2013 0:00,147151,4138.348852,121,33.2567,Yes,503,1
Macon,GA,NS,Waycross,GA,CSX,Intermodal,Box,System,Nonmetallic Minerals and Products,1/25/2013 0:00,2/9/2013 0:00,210561,8641.637359,189,51.2609616,Yes,653,2
Tulsa,OK,BNSF,Pine Bluff,AR,UP,Multilevel,Box,Foreign,Intermodal,12/12/2013 0:00,12/27/2013 0:00,150536,1078.784683,148,44.49886428,Yes,467,3
Selkirk,NY,CSX,Chicago,IL,CSX,Manifest,Box,Private,Chemicals,11/13/2013 0:00,12/3/2013 0:00,217340,12222.08556,140,43.77330063,Yes,1720,4
Shreveport,LA,KCS,Elkhart,IN,NS,Manifest,Box,Private,Chemicals,4/23/2013 0:00,5/12/2013 0:00,226754,9642.30823,145,36.74168386,Yes,1920,5
Hamlet,NC,CSX,Birmingham,AL,NS,Intermodal,Box,Foreign,Coal,9/22/2013 0:00,10/11/2013 0:00,235528,10437.8862,115,40.08110588,Yes,2119,0
North Platte West,NE,UP,Livonia,LA,UP,Multilevel,Box,Private,Intermodal,9/19/2013 0:00,10/4/2013 0:00,82237,167.8918834,116,36.08090236,Yes,521,4
North Platte West,NE,UP,North Platte West,NE,UP,Multilevel,Box,Private,Intermodal,12/19/2013 0:00,12/31/2013 0:00,162613,5371.695922,92,31.07288966,Yes,898,1
Kansas City,MO,KCS,North Little Rock,AR,UP,Multilevel,Box,Private,Motor Vehicles and Parts,8/9/2013 0:00,8/21/2013 0:00,229841,7194.726838,78,20.44145568,Yes,1878,3
Kansas City,MO,KCS,Roanoke,VA,NS,Intermodal,Box,Private,Intermodal,12/22/2013 0:00,1/7/2014 0:00,148199,1756.277118,138,40.31280539,Yes,2170,3
Roanoke,VA,NS,Harrison Yard (Memphis),TN,CN,Grain Unit,Box,System,Other,8/23/2013 0:00,9/3/2013 0:00,84696,4556.181263,97,30.80640236,Yes,1701,5
Shreveport,LA,KCS,Hamlet,NC,CSX,Multilevel,Box,Foreign,Grain,5/6/2013 0:00,5/21/2013 0:00,163523,3759.681337,156,44.59196778,Yes,436,1
Memphis,TN,BNSF,Chicago(Proviso),IL,UP,Intermodal,Box,Private,Metallic Ores and Metals,8/30/2013 0:00,9/14/2013 0:00,125416,68638.53552,78,25.61434691,Yes,1864,3
Decatur,IL,NS,Conway,PA,NS,Manifest,Box,System,Intermodal,10/29/2013 0:00,11/10/2013 0:00,116393,6933.004285,108,30.93807029,Yes,1660,2
Barstow,CA,BNSF,North Little Rock,AR,UP,Manifest,Box,Private,Intermodal,10/14/2013 0:00,10/26/2013 0:00,118252,6076.954868,124,38.08548238,Yes,886,5
Jackson Yard,MS,CN,Corbin,KY,CSX,Coal Unit,Box,Foreign,Intermodal,3/10/2013 0:00,3/23/2013 0:00,231501,6669.503798,101,35.0619476,Yes,1996,0
Chattanooga,TN,NS,Knoxville,TN,NS,Intermodal,Box,Private,Intermodal,12/15/2013 0:00,12/23/2013 0:00,249059,141003.516,78,19.95632988,Yes,1009,2
Corbin,KY,CSX,Livonia,LA,UP,Coal Unit,Box,System,Motor Vehicles and Parts,3/22/2013 0:00,4/1/2013 0:00,180207,5921.145311,104,27.08480701,Yes,1954,1
Conway,PA,NS,Memphis,TN,BNSF,Grain Unit,Box,System,Chemicals,9/24/2013 0:00,10/6/2013 0:00,192928,11557.27138,123,36.19996337,Yes,1658,3
Harrison Yard (Memphis),TN,CN,Kansas City,KS,BNSF,Manifest,Box,System,Intermodal,1/18/2013 0:00,1/28/2013 0:00,130796,29222.43347,132,43.34562843,Yes,1840,0
Harrison Yard (Memphis),TN,CN,Cincinnati,OH,CSX,Multilevel,Box,Private,Other,9/26/2013 0:00,10/4/2013 0:00,210742,32948.62546,119,30.87440823,Yes,1648,4
Toledo,OH,CSX,Pine Bluff,AR,UP,Coal Unit,Box,Foreign,Intermodal,5/3/2013 0:00,5/12/2013 0:00,231591,878.1532752,110,35.60736188,Yes,493,1
Roseville,CA,UP,Jackson Yard,MS,CN,Manifest,Box,Foreign,Coal,5/23/2013 0:00,6/10/2013 0:00,197519,955.0720648,102,30.52408276,Yes,941,3
Milwaukee,WI,CP,Shreveport,LA,KCS,Intermodal,Box,System,Other,7/21/2013 0:00,8/5/2013 0:00,101789,2655.736456,196,55.99674656,Yes,924,4
Fond du Lac Yard,WI,CN,Shreveport,LA,KCS,Multilevel,Box,System,Intermodal,3/19/2013 0:00,4/3/2013 0:00,173120,5271.410984,122,38.86482616,Yes,1345,5
Houston(Settegast),TX,UP,Roseville,CA,UP,Grain Unit,Box,Private,Grain,8/18/2013 0:00,8/28/2013 0:00,122750,1715.493166,114,32.57295642,Yes,1754,2
Hinkle,OR,UP,Birmingham,AL,NS,Intermodal,Box,Foreign,Intermodal,1/8/2013 0:00,1/18/2013 0:00,235802,7243.641106,165,50.74524154,Yes,1208,2
Harrison Yard (Memphis),TN,CN,Chicago,IL,CSX,Grain Unit,Box,Foreign,Metallic Ores and Metals,11/14/2013 0:00,12/5/2013 0:00,126635,77011.16351,168,53.57463012,Yes,237,2
Elkhart,IN,NS,Monterrey,NL,KCS,Coal Unit,Box,Private,Intermodal,9/4/2013 0:00,9/14/2013 0:00,177462,6723.087015,165,53.10397735,Yes,1362,0
Hinkle,OR,UP,Fond du Lac Yard,WI,CN,Grain Unit,Box,Private,Intermodal,4/17/2013 0:00,5/4/2013 0:00,117115,76.3623472,112,28.70435866,Yes,1422,3
Columbus,OH,NS,Lincoln,NE,BNSF,Manifest,Box,Private,Nonmetallic Minerals and Products,4/17/2013 0:00,5/4/2013 0:00,232866,8330.317024,135,36.24480873,Yes,2097,2
North Platte West,NE,UP,Decatur,IL,NS,Multilevel,Box,Foreign,Intermodal,12/21/2013 0:00,1/2/2014 0:00,133706,6250.014343,161,45.06267538,Yes,1990,3
Harrison Yard (Memphis),TN,CN,Hinkle,OR,UP,Multilevel,Box,System,Intermodal,7/1/2013 0:00,7/18/2013 0:00,248369,50268.07611,77,23.93420121,Yes,263,2
Toledo,OH,CSX,Corbin,KY,CSX,Coal Unit,Box,Foreign,Intermodal,8/31/2013 0:00,9/11/2013 0:00,241484,6142.311118,161,40.46354096,Yes,301,5
Fort Worth,TX,UP,Nashville,TN,CSX,Grain Unit,Box,Private,Intermodal,11/17/2013 0:00,11/27/2013 0:00,219228,4081.165926,119,35.91628763,Yes,930,1
Macon,GA,NS,Selkirk,NY,CSX,Intermodal,Box,Private,Coal,2/4/2013 0:00,2/15/2013 0:00,116470,1305.015491,138,34.81632877,Yes,358,2
Roseville,CA,UP,Northtown,MN,BNSF,Coal Unit,Box,Private,Coal,7/22/2013 0:00,7/31/2013 0:00,212558,12.26541948,175,46.76989973,Yes,2131,2
Laredo,TX,KCS,Chicago,IL,CSX,Manifest,Box,Foreign,Coal,7/31/2013 0:00,8/10/2013 0:00,211233,3679.173495,193,53.15577296,Yes,721,2
Buffalo,NY,CSX,Kansas City,MO,UP,Grain Unit,Box,Foreign,Coal,10/16/2013 0:00,10/23/2013 0:00,144908,1315.83349,110,38.42099319,Yes,1102,2
Galesburg,IL,BNSF,Kansas City,MO,UP,Manifest,Box,Foreign,Chemicals,10/4/2013 0:00,10/19/2013 0:00,226647,6342.586341,78,27.2063699,Yes,539,4
Pasco,WA,BNSF,Knoxville,TN,NS,Intermodal,Box,System,Intermodal,11/5/2013 0:00,11/18/2013 0:00,153469,9080.385854,127,33.22986333,Yes,1718,3
Montgomery,AL,CSX,Hinkle,OR,UP,Multilevel,Box,Foreign,Intermodal,1/30/2013 0:00,2/11/2013 0:00,231001,9816.505345,86,23.85018334,Yes,900,3
Sheffield,AL,NS,Monterrey,NL,KCS,Intermodal,Box,Foreign,Nonmetallic Minerals and Products,3/25/2013 0:00,4/1/2013 0:00,143435,2914.265108,127,34.88464678,Yes,866,5
Elkhart,IN,NS,Houston(Settegast),TX,UP,Manifest,Box,System,Other,5/19/2013 0:00,5/29/2013 0:00,113261,2820.859899,131,43.15297941,Yes,1472,4
Macon,GA,NS,Cincinnati,OH,CSX,Intermodal,Box,System,Intermodal,11/22/2013 0:00,12/6/2013 0:00,196835,6657.502994,95,26.86556647,Yes,1068,3
Jackson Yard,MS,CN,Indianapolis,IN,CSX,Grain Unit,Box,System,Petroleum and Petroleum Products,6/4/2013 0:00,6/19/2013 0:00,194505,9830.64685,146,37.51617425,Yes,992,1
Barstow,CA,BNSF,Jackson,MS,KCS,Intermodal,Box,Private,Petroleum and Petroleum Products,9/18/2013 0:00,10/3/2013 0:00,186576,5828.836178,114,32.6512167,Yes,1555,0
Milwaukee,WI,CP,Columbus,OH,NS,Multilevel,Box,Foreign,Nonmetallic Minerals and Products,3/30/2013 0:00,4/9/2013 0:00,187673,859.5042354,124,38.58763664,Yes,600,3
Fond du Lac Yard,WI,CN,Toledo,OH,CSX,Multilevel,Box,System,Metallic Ores and Metals,4/2/2013 0:00,4/15/2013 0:00,218721,3156.919852,113,34.4240741,Yes,1082,3
St. Paul,MN,CP,Fort Worth,TX,BNSF,Manifest,Box,Private,Intermodal,11/11/2013 0:00,11/28/2013 0:00,96340,5015.325882,154,43.49781437,Yes,2169,1
Houston(Settegast),TX,UP,Harrison Yard (Memphis),TN,CN,Manifest,Box,Private,Intermodal,3/7/2013 0:00,3/23/2013 0:00,170389,2715.259842,76,25.52189885,Yes,1055,1
Hinkle,OR,UP,Harrison Yard (Memphis),TN,CN,Manifest,Box,Foreign,Motor Vehicles and Parts,10/13/2013 0:00,11/2/2013 0:00,108687,6037.284501,167,56.13424603,Yes,1237,3
Elkhart,IN,NS,Laredo,TX,KCS,Intermodal,Box,Private,Chemicals,4/29/2013 0:00,5/11/2013 0:00,152104,5137.486432,120,36.53749853,Yes,942,3
New Orleans,LA,NS,Montgomery,AL,CSX,Manifest,Box,Foreign,"Farm and Food Products, Excluding Grain",1/2/2013 0:00,1/11/2013 0:00,92329,4140.257012,164,52.58678678,Yes,571,3
Baltimore,MD,CSX,Chicago,IL,CP,Coal Unit,Box,Private,Motor Vehicles and Parts,4/27/2013 0:00,5/10/2013 0:00,123961,7232.513741,176,55.57563825,Yes,1878,4
Houston,TX,BNSF,North Platte East,NE,UP,Multilevel,Box,Foreign,Intermodal,10/25/2013 0:00,11/2/2013 0:00,194351,1384.59672,165,42.96683031,Yes,1639,5
Elkhart,IN,NS,Cincinnati,OH,CSX,Intermodal,Box,System,Chemicals,11/12/2013 0:00,12/1/2013 0:00,178758,7022.708271,97,30.53289521,Yes,2144,2
Indianapolis,IN,CSX,Macon,GA,NS,Manifest,Box,System,Intermodal,6/7/2013 0:00,6/22/2013 0:00,100778,2203.385626,173,50.17210914,Yes,1891,4
Hamlet,NC,CSX,Pine Bluff,AR,UP,Intermodal,Box,Foreign,Motor Vehicles and Parts,7/23/2013 0:00,8/12/2013 0:00,177313,10586.77067,108,36.71353977,Yes,2038,2
Buffalo,NY,CSX,North Platte East,NE,UP,Multilevel,Box,System,Intermodal,3/30/2013 0:00,4/10/2013 0:00,94450,2027.730467,143,47.62057615,Yes,1043,1
Buffalo,NY,CSX,Monterrey,NL,KCS,Intermodal,Box,Foreign,Metallic Ores and Metals,8/15/2013 0:00,9/4/2013 0:00,239483,11390.16868,118,34.2744586,Yes,1129,4
Bellevue,OH,NS,Kansas City,MO,UP,Multilevel,Box,System,Intermodal,10/3/2013 0:00,10/20/2013 0:00,129292,210.783614,126,32.08466284,Yes,2120,0
Macon,GA,NS,Knoxville,TN,NS,Manifest,Box,Private,Intermodal,12/19/2013 0:00,1/4/2014 0:00,186592,5073.694145,112,37.95512988,Yes,1636,2
Waycross,GA,CSX,Chicago,IL,CSX,Intermodal,Box,System,Intermodal,7/16/2013 0:00,7/29/2013 0:00,94544,839.3978188,126,43.31364961,Yes,826,2
Nashville,TN,CSX,Russell,KY,CSX,Multilevel,Box,Foreign,Intermodal,12/10/2013 0:00,12/30/2013 0:00,126699,86857.3614,196,68.48887541,Yes,1191,2
Barstow,CA,BNSF,Monterrey,NL,KCS,Manifest,Box,Foreign,Intermodal,5/19/2013 0:00,6/4/2013 0:00,80258,296.8960779,79,25.091955,Yes,1959,2
Roseville,CA,UP,North Platte East,NE,UP,Intermodal,Box,System,Intermodal,11/9/2013 0:00,11/18/2013 0:00,189101,6020.390331,121,41.32615734,Yes,681,2
Kansas City,MO,UP,North Platte West,NE,UP,Coal Unit,Box,System,Intermodal,7/31/2013 0:00,8/16/2013 0:00,100289,3601.99445,137,35.65365707,Yes,707,3
Indianapolis,IN,CSX,Tulsa,OK,BNSF,Multilevel,Box,Private,Intermodal,11/26/2013 0:00,12/16/2013 0:00,107219,1455.645147,136,40.44389296,Yes,1241,1
New Orleans,LA,NS,Galesburg,IL,BNSF,Intermodal,Box,System,Intermodal,5/21/2013 0:00,6/11/2013 0:00,205972,9447.585936,93,26.09914124,Yes,989,5
New Orleans,LA,NS,Tulsa,OK,BNSF,Coal Unit,Box,System,Intermodal,8/10/2013 0:00,8/27/2013 0:00,150247,6237.966867,94,29.84461615,Yes,467,4
Chicago,IL,CSX,North Platte East,NE,UP,Multilevel,Box,Private,Coal,6/22/2013 0:00,7/4/2013 0:00,82017,4584.418665,84,22.05631363,Yes,423,0
Houston(Settegast),TX,UP,Roseville,CA,UP,Coal Unit,Box,System,Intermodal,11/7/2013 0:00,11/23/2013 0:00,203848,3791.174151,193,53.31871149,Yes,2189,2
Shreveport,LA,KCS,Pine Bluff,AR,UP,Grain Unit,Box,Private,Nonmetallic Minerals and Products,2/28/2013 0:00,3/17/2013 0:00,75910,2206.743182,128,44.4766156,Yes,1777,0
North Platte West,NE,UP,New Orleans,LA,NS,Grain Unit,Box,Private,Intermodal,12/18/2013 0:00,12/29/2013 0:00,186474,6329.987749,192,50.39166851,Yes,459,4
Tulsa,OK,BNSF,Buffalo,NY,CSX,Multilevel,Box,Private,Chemicals,12/17/2013 0:00,12/25/2013 0:00,217918,2090.34885,110,34.37371348,Yes,1895,2
