BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC
0,10700,49573,68125,DebtCon,Other,2,0,0,223.2,0,10,
1,10700,122000,148000,DebtCon,ProfExe,0.7,0,0,165.33333333,7,29,
1,10700,34000,49756,HomeImp,Other,0.9,1,0,230.3,8,8,
0,10700,67523,85560,DebtCon,Sales,5,0,0,126.84293494,0,35,26.001665333
1,10700,41144,59375,DebtCon,Other,2,0,0,73.6,1,18,
0,10700,50210,64838,HomeImp,Other,9,0,0,95.039168276,2,34,40.396233444
0,10700,54091,67661,HomeImp,Other,27,0,2,188.53398908,0,24,38.589372345
0,10700,147477,181050,HomeImp,Office,6,0,0,190.02108492,1,55,34.698162391
0,10700,115118,124198,DebtCon,Self,6,1,0,174.34182326,0,19,31.75799058
0,10700,110789,126781,DebtCon,Self,6,0,1,178.6374675,0,19,31.888936384
0,10700,51224,70399,DebtCon,Mgr,5,,,110.67744165,,23,42.939294407
0,10700,67065,96171,DebtCon,Office,9,0,0,205.00760033,3,28,41.587201191
0,10700,29569,47842,DebtCon,Other,12,,1,144.81717461,7,28,36.784582009
0,10800,199000,226000,HomeImp,ProfExe,11,0,0,236.36666667,0,22,
1,10800,64305,107374,DebtCon,ProfExe,9,0,0,97.861325762,0,36,36.996385659
0,10800,98568,121994,,Office,15,0,0,270.26516526,0,16,33.658292221
0,10800,32870,61572,DebtCon,Mgr,,,,,,,38.490246959
1,10800,35602,73077,DebtCon,Self,,0,1,179.89655998,1,20,53.584883008
0,10800,11950,46780,HomeImp,Office,24,0,0,268.9,0,20,
0,10800,70214,83882,DebtCon,Office,4,1,2,172.79930087,3,30,38.588823585
0,10800,49254,80527,HomeImp,Other,2,0,2,202.53743039,0,13,29.551583139
0,10800,44355,57742,HomeImp,Other,20,0,1,129.73199214,0,22,38.042767861
0,10800,125732,184667,DebtCon,Other,7,0,0,212.22346879,0,19,33.920789966
0,10800,31149,67239,DebtCon,Mgr,,,,,,,35.265437376
0,10800,80203,98731,DebtCon,Other,4,0,0,113.42514573,2,31,41.474073805
0,10800,64181,70996,DebtCon,Other,4,0,0,171.75957905,2,17,33.227793593
1,10800,57892,78900,DebtCon,ProfExe,15,0,3,329.16666667,1,14,
0,10800,,,,,,,,,,,
1,10800,75000,87400,HomeImp,Other,7,1,0,101.46666667,2,19,
1,10800,52600,66700,DebtCon,ProfExe,2,0,0,110.56666667,5,26,
0,10800,75378,86060,DebtCon,Mgr,6,0,0,102.66507078,0,23,30.09500969
0,10800,67740,108135,DebtCon,Office,11,0,0,163.27383179,1,12,38.383498378
1,10800,194485,228670,HomeImp,ProfExe,1,0,0,75.458150356,,4,28.370130884
0,10800,56477,94980,HomeImp,Other,17,0,0,179.91736263,0,28,25.210739655
0,10800,78898,86567,DebtCon,ProfExe,9,0,0,179.83082878,0,12,40.291951983
0,10800,59469,69834,DebtCon,Other,3,0,0,308.75917568,0,9,34.095785093
0,10800,61791,78361,DebtCon,Office,5,0,0,94.518067782,2,15,28.088524645
1,10800,24182,39750,DebtCon,ProfExe,2,0,0,176.83333333,0,36,
0,10800,,49495,HomeImp,Mgr,5,,,141.16529822,,8,21.079998939
0,10800,83441,92148,DebtCon,Mgr,5,0,0,119.14584404,1,26,40.978635322
0,10800,49953,75322,DebtCon,Other,0,0,0,58.892731331,8,21,23.875946186
0,10800,67171,82138,HomeImp,Other,2,0,0,89.124526305,0,6,38.8031464
0,10800,13365,66979,HomeImp,Other,9,2,1,346.9796514,1,22,16.48162968
0,10800,89139,122571,HomeImp,Other,8,,,,,,40.780527152
0,10800,42191,57224,DebtCon,Other,15,0,0,68.810826166,0,11,30.518229752
0,10800,61767,72668,DebtCon,ProfExe,15,0,0,228.98545319,3,32,37.91433471
1,10900,86754,110000,DebtCon,ProfExe,13,0,2,103.43333333,0,19,
0,10900,57494,66704,DebtCon,Mgr,6,,,115.31274905,,24,39.510985743
0,10900,,76207,,,,,,,,,22.392611597
0,10900,49406,83074,HomeImp,Other,1,0,1,191.81512308,0,13,30.124555686
0,10900,22513,52355,HomeImp,Other,1,0,0,248.58340866,0,10,39.204625006
1,10900,,16365,HomeImp,Other,,0,0,59.548702675,1,2,24.195903631
0,10900,,66691,HomeImp,Other,,0,0,349.75236213,0,7,34.34334852
0,10900,17282,70783,DebtCon,ProfExe,19,0,1,404.9043933,0,11,23.610124369
0,10900,56793,68825,DebtCon,Other,3,0,0,225.88904146,0,9,34.727875189
0,10900,25061,35792,DebtCon,Other,3,,,,,,37.10471224
0,10900,51990,76918,HomeImp,Other,0,0,1,180.81810233,0,12,29.555406533
0,10900,59029,76120,DebtCon,Other,2,0,0,231.73414438,0,10,36.025683828
0,10900,116030,125179,DebtCon,Self,6,0,0,177.08584488,0,19,33.849092539
0,10900,45028,61014,DebtCon,Other,10,0,0,72.494660925,0,23,35.667645974
1,10900,49352,56529,DebtCon,Other,7,0,1,78.833617625,2,23,36.174955236
0,11000,14046,34777,DebtCon,Other,5,0,0,256.63415201,0,11,22.447943315
0,11000,88252,112567,DebtCon,Other,11,0,0,224.71557646,2,15,39.526852362
0,11000,52602,61496,DebtCon,Other,13,0,0,107.34006616,0,22,37.699108592
1,11000,60513,110485,DebtCon,Mgr,3,1,1,126.77192888,1,17,40.031393322
0,11000,76958,88607,DebtCon,ProfExe,9,0,0,175.41182666,0,12,39.216775179
0,11000,21738,86586,HomeImp,ProfExe,20,0,0,241.06079106,0,10,25.21859995
0,11000,77929,102942,HomeImp,ProfExe,8,0,0,173.8298837,0,34,33.897772554
0,11000,89275,108653,DebtCon,Other,15,0,0,206.90348089,2,15,37.743047077
0,11000,57554,68222,DebtCon,ProfExe,14,0,0,215.43179389,3,32,36.569347898
0,11000,21780,85505,HomeImp,ProfExe,19,0,0,240.68258102,0,10,24.404335112
0,11000,63314,69285,DebtCon,ProfExe,15,0,0,244.01777452,3,32,36.542570221
0,11000,48538,63805,DebtCon,Other,9,0,0,88.606023456,0,22,38.026151095
0,11000,50716,61492,DebtCon,Other,3,0,1,90.230329762,0,20,38.255862022
1,11000,77517,86214,HomeImp,ProfExe,2,2,0,352.37913787,0,28,28.030214206
0,11000,56795,70014,DebtCon,Other,3,0,1,319.79577127,0,10,33.596170858
1,11000,45000,63775,DebtCon,Other,14,0,0,173.16666667,0,18,
1,11000,49000,66922,DebtCon,Other,11,0,2,91,3,32,
0,11000,108095,137000,DebtCon,ProfExe,3,0,0,277,1,46,
0,11000,15129,29375,DebtCon,Office,6,0,1,102.43333333,0,17,
0,11000,74596,98000,HomeImp,ProfExe,6,0,0,108.53333333,1,27,
0,11000,85149,106820,HomeImp,Mgr,10,0,0,240.43333333,0,25,
0,11000,102000,120000,DebtCon,,3,0,0,125.8,1,26,
0,11000,63847,86500,HomeImp,Office,26,0,0,170.43333333,2,14,
1,11000,54100,70438,DebtCon,Self,2,3,1,115.6,1,25,
1,11000,66400,81500,DebtCon,Other,9.5,0,0,215.06666667,0,65,
1,11000,63975,235000,HomeImp,ProfExe,4,5,0,123.76666667,1,17,
1,11000,53700,68000,DebtCon,Mgr,6,0,0,101.5,0,13,
1,11000,62227,81250,DebtCon,Office,9,0,5,123.76666667,3,34,
1,11000,41000,63450,HomeImp,Other,2.9,,,,,,
1,11000,122751,140000,DebtCon,Other,5,0,0,116.7,2,30,
1,11000,85474,118125,HomeImp,Office,2.5,2,0,132.93333333,1,9,
0,11000,131949,165096,HomeImp,ProfExe,5,0,0,440.42125368,0,42,26.904766453
0,11000,116361,143318,DebtCon,ProfExe,15,,1,181.07079325,1,32,30.032845485
0,11000,54641,65705,DebtCon,Other,5,0,0,323.19292763,0,10,33.299628394
0,11000,85758,108661,HomeImp,Mgr,11,0,0,255.28741537,0,24,29.434867143
0,11000,60123,74887,HomeImp,Other,3,0,1,242.24976115,2,16,37.680169764
0,11000,43614,60831,DebtCon,Other,3,0,2,84.444746145,0,20,36.673648152
0,11000,83639,98081,DebtCon,Other,10,0,0,155.37122034,4,22,42.539685706
0,11000,50178,64427,DebtCon,Other,5,0,0,67.636289053,1,11,28.689928357
0,11000,77723,107245,HomeImp,ProfExe,5,0,0,115.55852962,0,26,26.91192966
0,11000,46093,60563,DebtCon,Mgr,4,0,0,190.48216428,1,21,29.578148133
1,11000,85008,73223,HomeImp,Mgr,7,0,2,197.12004536,0,23,41.441052018
0,11000,106762,123138,DebtCon,,2,0,0,131.01191573,0,25,32.80374334
0,11000,92521,110704,DebtCon,Other,13,0,0,208.89848526,2,16,39.250433285
1,11000,49000,68000,HomeImp,Other,2,2,3,9.1,3,15,
0,11000,,56851,HomeImp,Other,10,0,0,308.43564919,2,13,31.075616581
0,11000,48893,113223,DebtCon,ProfExe,7,0,1,237.09808129,0,9,22.003376409
0,11100,47689,52910,HomeImp,Mgr,21,1,1,224.48075013,1,18,34.947076581
0,11100,59232,71157,DebtCon,Mgr,5,,,108.21716051,,24,40.091831822
0,11100,,50262,HomeImp,Mgr,5,,,175.75688747,,8,22.956863758
1,11100,52028,77316,HomeImp,Other,,0,2,194.48489733,1,12,30.797674365
0,11100,79226,88112,DebtCon,ProfExe,10,0,1,179.64827359,1,12,40.670904725
0,11100,72402,86584,DebtCon,Mgr,8,0,0,102.97207872,0,22,29.655713203
0,11100,17430,68499,DebtCon,ProfExe,20,0,2,403.96540093,1,12,21.758642612
1,11100,,26400,HomeImp,Other,8,0,0,,2,0,
0,11100,82849,113913,HomeImp,ProfExe,10,0,1,167.36102992,0,27,35.763333479
0,11100,27861,47737,HomeImp,Other,8,0,0,89.492116658,0,4,34.050949362
0,11100,82329,100139,HomeImp,ProfExe,5,0,0,108.53256364,0,26,26.099258701
0,11100,80922,95105,DebtCon,Other,3,0,0,90.881292261,2,31,38.120810575
0,11100,,67005,HomeImp,Other,,0,0,364.37597582,0,7,36.674734318
1,11100,68784,85464,,ProfExe,2,0,0,117.9983043,0,14,36.044251755
0,11100,52029,71376,HomeImp,Other,4,0,1,250.25216481,2,16,38.483648445
0,11100,61856,77275,HomeImp,Other,4,0,1,243.71377409,1,16,36.564119563
0,11100,105226,122901,DebtCon,,3,0,0,113.68878037,1,26,33.896642978
0,11100,53232,86703,HomeImp,Other,16,0,0,183.20620747,0,29,26.87488997
1,11100,52900,91741,HomeImp,Other,,1,1,93.110352698,,8,40.761453071
0,11100,75392,89976,DebtCon,ProfExe,9,0,0,163.70355537,1,12,39.271884779
0,11100,31999,61406,,Other,31,0,0,239.05055657,0,19,20.961272939
0,11100,,,,,,,,,,,26.232459223
0,11100,54496,71895,HomeImp,Other,6,0,0,125.76577489,0,16,35.506774068
0,11100,56999,67427,HomeImp,Other,8,0,0,139.51391501,0,16,35.892436102
0,11100,67366,102936,DebtCon,Other,9,0,0,213.28149573,0,20,19.078651168
0,11100,35782,45550,HomeImp,Other,8,0,0,109.28434579,0,3,36.159805919
0,11100,148235,182053,HomeImp,Office,4,0,0,198.80971711,0,55,33.538726152
0,11100,48031,107561,DebtCon,ProfExe,5,0,1,226.78110513,0,9,24.190326625
0,11100,43167,60209,DebtCon,Other,3,0,1,80.368196976,0,20,37.490798825
0,11100,50350,58837,DebtCon,Other,6,0,0,80.843216818,0,10,28.793166271
0,11200,32562,47220,DebtCon,Other,8,,1,151.28586742,7,29,38.019135045
0,11200,66868,107794,DebtCon,Office,10,0,0,152.92982848,1,12,39.640828981
0,11200,93649,113833,DebtCon,Other,13,0,0,205.11724572,3,16,39.126130259
0,11200,29348,87351,HomeImp,ProfExe,20,0,0,224.39489458,0,11,26.129627304
0,11200,44966,55114,DebtCon,Office,1,0,0,173.96189741,1,21,37.456622102
0,11200,23181,80140,HomeImp,ProfExe,21,0,0,221.4180934,0,10,25.462641527
0,11200,68890,84059,DebtCon,Office,12,0,0,254.01968935,3,36,41.433943797
0,11200,17411,86102,DebtCon,Other,10,0,0,267.97010945,0,13,22.089199918
1,11200,114000,139200,DebtCon,Mgr,5,0,0,213.56666667,1,36,
0,11200,56842,66710,HomeImp,Other,6,0,0,144.79522043,0,17,33.8858765
1,11200,56877,65125,HomeImp,Other,6,2,0,12.176928574,0,1,33.241218883
0,11200,62752,73003,DebtCon,ProfExe,13,0,0,226.56590487,3,31,38.339798053
0,11200,65508,103523,DebtCon,Office,12,0,0,154.42736766,0,12,37.575436102
0,11200,153103,181849,HomeImp,Office,6,0,0,186.249507,0,55,33.995565356
1,11200,68990,81922,DebtCon,Mgr,12,0,1,120.88581123,2,23,43.159875329
0,11200,,48150,HomeImp,Mgr,3,,,165.76801721,,9,22.302234366
0,11200,19496,73140,DebtCon,ProfExe,20,0,1,399.24269191,1,12,23.374504567
0,11300,57377,75038,DebtCon,Office,4,0,0,91.219961165,1,15,25.140279716
0,11300,124205,196124,HomeImp,Office,0,0,1,332.72338954,0,15,40.120168319
0,11300,64437,79857,DebtCon,Office,5,0,0,88.789155967,2,14,27.899267889
0,11300,61810,79817,DebtCon,Office,6,0,0,98.224144195,1,14,25.52507894
0,11300,,66345,HomeImp,Other,,0,0,357.14381933,0,6,34.601973808
0,11300,62168,80681,DebtCon,Sales,6,0,0,117.3762292,0,34,27.694521271
0,11300,56651,71353,HomeImp,Other,29,1,2,176.91298776,1,24,38.544441857
0,11300,46120,52911,HomeImp,Mgr,19,0,0,229.44157776,1,17,36.334814357
0,11300,77926,89216,DebtCon,Mgr,6,0,0,146.81015408,2,26,39.466964223
0,11300,129489,195105,HomeImp,Office,0,0,1,356.31348584,0,16,41.634017956
0,11300,54984,63958,DebtCon,Mgr,4,0,0,190.92092996,1,16,28.086854837
0,11300,40752,53683,HomeImp,Other,22,0,1,129.75806208,0,23,38.425881111
0,11300,,28600,HomeImp,Office,20,0,0,190.03121757,0,15,39.008673024
1,11300,29000,59900,HomeImp,Mgr,3,1,0,91.633333333,4,11,
1,11300,56602,71500,DebtCon,Office,11,2,1,52.8,12,20,
0,11300,66814,82021,DebtCon,Office,4,2,3,173.71183851,3,29,38.556929453
0,11300,16115,69113,DebtCon,ProfExe,22,0,2,403.51499966,0,12,22.168244524
0,11300,77846,101984,HomeImp,ProfExe,5,0,0,112.38484554,1,27,28.298733642
0,11300,114392,214523,HomeImp,ProfExe,2,0,0,132.09765987,1,15,26.251830338
1,11300,62568,79009,HomeImp,Office,4,0,3,295.33466966,0,19,28.600252229
1,11300,,,HomeImp,Other,,,,,,,
0,11300,78902,100332,DebtCon,ProfExe,4,0,0,116.99879949,0,26,34.683071467
0,11300,,73121,,,,,,,,,22.577246193
0,11300,74783,100909,HomeImp,ProfExe,5,0,0,85.664833722,0,34,35.947854706
0,11400,,29374,HomeImp,Office,20,0,0,207.93025578,1,15,38.955124742
0,11400,,38246,HomeImp,Other,,,0,88.886975341,0,10,37.658388771
0,11400,75705,90727,DebtCon,Mgr,5,0,0,143.10103259,2,27,42.169926729
0,11400,66491,89553,DebtCon,,4,0,0,212.78328271,0,16,31.120132652
0,11400,55965,78051,DebtCon,Office,6,0,0,96.292020222,2,14,27.173232225
0,11400,59813,72873,DebtCon,ProfExe,13,0,0,234.33024049,4,31,39.351470851
0,11400,125486,195284,HomeImp,Office,0,0,0,354.29028718,0,15,38.143068786
0,11400,43530,56600,HomeImp,Other,21,0,0,114.98297904,0,23,39.481662901
0,11400,56789,74016,HomeImp,Other,7,0,0,127.62547457,0,16,33.027143557
0,11400,51203,60716,DebtCon,Other,2,0,0,99.104082616,0,20,38.235312929
0,11400,,44849,HomeImp,Mgr,6,,,163.27459468,,9,23.481116639
0,11400,,27439,HomeImp,,27,0,0,208.17711251,0,5,23.830110576
0,11400,28043,87684,HomeImp,ProfExe,20,1,1,229.17795924,0,10,25.489994512
0,11400,84380,202186,HomeImp,Self,13,0,0,34.914371682,,7,18.84034872
0,11400,112930,144830,DebtCon,ProfExe,2,0,0,271.23803732,1,46,33.251079314
0,11400,84278,200480,HomeImp,Self,14,0,0,4.4127700608,,8,19.112485067
0,11400,64934,74875,DebtCon,Other,3,0,0,192.31448267,2,16,34.343755724
0,11400,50166,61395,DebtCon,Other,1,0,0,188.88668235,1,12,26.950451284
0,11400,52068,80643,HomeImp,Other,2,0,2,199.08772113,0,13,29.462134076
0,11500,56720,82738,HomeImp,Other,17,0,0,200.41695429,0,16,34.019837692
0,11500,104790,122169,,Office,16,1,0,266.12105655,0,16,34.082178462
0,11500,53651,87547,HomeImp,Other,18,0,0,191.39688748,0,16,34.368650887
0,11500,116430,215014,HomeImp,ProfExe,3,0,0,132.09363428,0,14,26.864568467
0,11500,43945,63337,DebtCon,Mgr,2,0,1,193.74248539,0,21,27.623493964
0,11500,53151,71645,HomeImp,Other,7,0,0,135.80047603,0,16,35.851614414
0,11500,70409,89099,DebtCon,ProfExe,9,0,0,169.40165199,0,11,40.174430056
0,11500,61264,75647,DebtCon,Office,11,0,0,262.89018789,3,36,39.547882702
0,11500,44097,58336,DebtCon,Office,0,0,0,173.31832075,0,20,38.191626025
0,11500,77143,86862,DebtCon,ProfExe,8,0,1,164.59640287,1,12,39.449692717
1,11500,21096,38952,DebtCon,Office,13,0,0,129.7,0,5,
1,11500,47597.57,75937.5,DebtCon,Other,13.5,0,0,89.4,0,7,
1,11500,67000,83000,DebtCon,ProfExe,4,,,,,,
1,11500,62000,83000,DebtCon,,0,5,1,177.56666667,2,34,
0,11500,64371,73636,DebtCon,ProfExe,2,0,0,162.11625392,1,35,39.791198955
0,11500,63136,81099,DebtCon,Other,3,,,149.06474483,,35,28.975940118
0,11500,29281,37717,HomeImp,Mgr,15,0,0,61.915444655,0,9,30.702428546
0,11500,104610,118861,DebtCon,Other,18,0,1,203.70020243,1,16,37.596951452
0,11500,,64037,HomeImp,Other,,0,0,354.17458076,0,7,34.355739238
0,11500,59781,69864,DebtCon,Other,4,0,1,312.54739604,0,9,31.181801354
0,11500,22758,36922,DebtCon,Office,7,0,1,103.04811711,0,16,19.020168304
0,11600,82326,94599,DebtCon,Other,0,4,0,,0,3,29.893621477
0,11600,64143,78851,DebtCon,Office,6,0,3,201.36992202,3,29,35.795804943
0,11600,92613,108515,DebtCon,Other,11,0,0,206.8225881,3,16,39.111039466
1,11600,44623,,HomeImp,ProfExe,13,6,2,178.09322168,0,29,21.334651908
1,11600,57939,69774,DebtCon,Mgr,5,0,0,91.99164592,0,12,72.264093333
0,11600,50433,107092,DebtCon,ProfExe,5,0,1,225.18169134,0,9,24.95259473
0,11600,89205,128462,DebtCon,Office,10,0,0,128.12359751,0,21,37.523324709
0,11600,22635,33353,DebtCon,Office,6,0,0,85.57207035,0,16,19.223872665
0,11600,35865,50000,DebtCon,Other,,0,0,78.133333333,0,15,
1,11600,57200,72500,DebtCon,Other,5,0,0,34.466666667,4,15,
1,11600,45917,60000,DebtCon,Other,10,0,1,304.36666667,3,27,
0,11600,96882,118914,DebtCon,ProfExe,13,0,0,176.22191092,2,17,34.757740199
0,11600,28654,47042,DebtCon,Other,10,,0,158.0847883,7,29,38.477504842
0,11600,36357,56514,,Other,31,0,0,237.81896639,0,19,20.181582401
0,11600,33379,51821,,Other,31,0,0,247.1205918,0,19,23.661084029
0,11600,64510,71105,DebtCon,ProfExe,5,0,0,150.26333198,1,34,43.239187116
0,11600,57436,72460,,Other,11,0,0,255.12603024,0,27,28.945531785
0,11600,129432,198705,HomeImp,Office,0,0,0,341.04732919,0,16,39.963258508
0,11600,73079,101219,HomeImp,ProfExe,7,0,0,152.249875,0,33,34.249620743
0,11600,,36474,HomeImp,Other,,,1,93.727138031,0,10,37.202953562
0,11700,42151,58947,HomeImp,Other,22,0,0,122.03036183,0,23,40.083144531
1,11700,,67940,HomeImp,Mgr,3,3,4,204.02559324,1,38,
0,11700,78789,91342,DebtCon,Mgr,5,0,0,128.36067425,2,27,41.952681795
0,11700,47072,85090,HomeImp,Other,18,0,0,192.25318228,0,16,35.064864675
0,11700,95411,117927,DebtCon,ProfExe,14,0,0,177.92669579,1,17,34.490564131
1,11700,54085,68239,HomeImp,Other,2,1,2,8.0552650769,3,15,32.012658582
1,11700,51600,72399,HomeImp,Other,15,0,1,125.36336996,4,20,
0,11700,52650,63646,DebtCon,Other,0,1,0,194.76099992,1,13,27.610844064
0,11700,59932,80313,HomeImp,Office,14,0,0,238.48646158,0,32,44.474917703
0,11700,40266,59097,DebtCon,Other,,0,0,74.998098598,0,15,39.49702872
0,11700,,69125,,,,,,,,,23.766832127
0,11700,84863,91737,DebtCon,Other,0,4,0,,0,4,30.330811492
0,11700,63724,82252,DebtCon,Office,13,0,0,233.24887936,3,37,40.075275838
0,11700,59506,85000,DebtCon,Other,3,0,0,37.566666667,2,4,
1,11700,69100,85000,DebtCon,Mgr,3.8,3,0,80.1,0,22,
1,11700,62400,78000,DebtCon,Office,20,0,0,216.06666667,2,24,
1,11700,63914,93707,DebtCon,Other,7,3,0,162.57983695,2,51,69.480650392
0,11700,37093,62116,DebtCon,Mgr,,,,,,,37.010948765
0,11700,74783,86227,DebtCon,Mgr,7,0,0,116.75680052,0,23,28.019227084
0,11700,64278,76055,,Other,12,0,0,245.29516293,0,26,28.439965842
0,11700,15163,74500,DebtCon,ProfExe,19,0,2,378.82581852,1,11,20.090783327
0,11700,56441,86987,HomeImp,Other,17,0,0,198.03271759,0,16,33.931163419
0,11700,78157,103016,DebtCon,Mgr,1,0,0,69.805697668,2,24,38.448387115
0,11700,55119,67931,DebtCon,Mgr,4,0,0,199.41069924,2,16,27.616338511
0,11700,56990,83334,HomeImp,Other,4,0,2,177.43269886,0,13,30.998694504
0,11700,101520,110617,DebtCon,Other,18,0,2,198.54334807,1,16,38.721259448
0,11700,96532,107600,DebtCon,Other,12,0,0,214.86981675,2,15,40.287411441
0,11700,68059,86216,DebtCon,Other,3,,,175.65856785,,35,30.253969922
1,11800,74512,93328,HomeImp,Office,4,5,0,117.91881998,,16,58.295989944
0,11800,118053,125325,DebtCon,Self,5,0,0,181.17206513,0,18,33.200397325
0,11800,52104,61618,DebtCon,Office,0,0,0,160.74993141,0,21,37.129512042
0,11800,79131,102263,HomeImp,ProfExe,5,0,0,105.25389259,0,34,36.070978869
1,11800,67678,108092,HomeImp,ProfExe,13,0,7,126.65823161,0,36,37.162689687
0,11800,,65769,HomeImp,Other,,0,0,357.33268218,0,7,34.327276537
0,11800,21813,30436,DebtCon,Office,5,0,1,104.01163591,0,16,19.408461231
0,11800,44944,57132,DebtCon,Other,,0,0,74.156045076,0,14,42.81224294
0,11800,57760,65535,DebtCon,Mgr,11,0,0,108.46940045,1,18,32.783483568
0,11800,65062,78004,HomeImp,Office,12,0,0,251.14419571,0,31,43.372372819
0,11800,67336,82218,DebtCon,Office,12,0,0,255.31353476,3,36,40.878428241
0,11800,86785,125552,DebtCon,Office,11,0,0,148.17649241,1,22,37.884449327
0,11800,116742,137385,DebtCon,ProfExe,15,,1,170.54003506,1,33,30.785003591
0,11800,38825,51984,DebtCon,Other,,0,0,82.527794351,0,14,40.88273326
0,11800,32257,59515,DebtCon,Office,23,0,0,231.59994452,0,29,25.701276422
0,11800,,51246,HomeImp,Other,11,0,0,305.5667157,2,13,32.500059069
0,11800,65012,91614,HomeImp,Office,26,0,0,171.88954687,2,13,42.488517052
0,11800,53596,69786,DebtCon,Mgr,5,,,126.78778068,,24,41.047754879
0,11800,98877,110250,DebtCon,Other,18,0,2,195.86291677,1,16,36.871699423
0,11800,112146,140781,DebtCon,ProfExe,14,,0,170.70050749,0,32,29.942492402
0,11900,44600,63800,DebtCon,Other,9,0,0,243.5,0,18,
1,11900,54867,79000,HomeImp,Mgr,1,0,0,182.6,2,23,
0,11900,44142,54299,HomeImp,Other,22,0,0,123.47114722,0,22,37.154902302
0,11900,56443,86913,DebtCon,Office,12,0,0,119.85940967,0,24,38.861656969
0,11900,85486,109386,HomeImp,ProfExe,11,0,1,175.54256546,0,28,33.670908179
1,11900,108763,128780,DebtCon,Office,8,0,0,60.377932903,3,21,49.418114378
0,11900,56792,64130,DebtCon,Mgr,13,0,0,118.61259022,1,18,32.665746304
0,11900,,39433,HomeImp,Other,,,1,81.394829612,0,9,35.503664257
0,11900,71000,87000,DebtCon,Mgr,20,0,0,238.46666667,11,24,
0,11900,85179,122788,HomeImp,Other,10,,,,,,39.430730627
0,11900,41009,68211,DebtCon,Office,23,0,0,234.92961744,0,28,28.391039297
0,11900,28329,80963,HomeImp,ProfExe,21,0,0,239.45711772,0,10,24.534997192
0,11900,117550,144178,DebtCon,ProfExe,15,,1,170.9458328,1,32,29.099981214
1,11900,58104,77870,HomeImp,Other,7,0,0,69.433333333,1,19,
1,11900,52814,72000,DebtCon,Other,12,0,0,123.6,0,20,
0,11900,34222,59948,DebtCon,Office,24,0,0,228.0753508,1,29,25.728837383
0,11900,26601,52544,HomeImp,Other,0,0,0,240.6943608,0,11,40.775677146
0,11900,81849,105403,HomeImp,ProfExe,5,0,1,82.639505382,1,34,36.50598321
1,11900,29822,48574,DebtCon,Office,13,0,0,132.4016914,0,4,36.611156973
0,11900,201264,227295,HomeImp,ProfExe,10,0,0,239.74336633,0,22,33.776336963
0,11900,97506,110902,DebtCon,Other,17,0,1,196.56812795,2,15,37.99899138
0,11900,89595,107895,HomeImp,Mgr,9,0,0,250.46824187,0,24,30.305388108
1,11900,63833,,DebtCon,Other,3,,,,,,40.932766781
0,11900,78959,104371,DebtCon,Mgr,1,0,0,79.081397224,1,23,40.02421108
0,11900,83877,208924,HomeImp,Self,15,0,0,12.752046941,,7,18.249721916
0,11900,114329,143915,DebtCon,ProfExe,15,,1,185.57266828,0,32,28.977738657
0,11900,81318,105454,HomeImp,ProfExe,6,0,0,92.136821036,1,33,37.525751033
0,11900,61094,74842,,Other,12,0,0,250.19983439,0,26,29.734874071
0,12000,84172,123415,DebtCon,Office,9,0,0,139.01844935,1,21,38.582669884
0,12000,83560,126479,HomeImp,Other,8,,,,,,38.928315685
0,12000,63019,74204,DebtCon,Office,6,0,0,98.591738332,2,14,24.490438355
0,12000,41182,59947,HomeImp,Other,23,0,0,118.17993915,0,22,37.131064161
0,12000,57371,69076,DebtCon,Mgr,10,1,0,83.251972039,1,19,29.632108256
0,12000,76799,83864,DebtCon,Mgr,8,0,0,102.20427433,0,22,27.17193008
