Timestamp,Представьтесь в 2-3 фразах,Работали ли Вы с Jupyter notebooks?,Что Вы ждете от курса?,"Главное: что бы Вы добавили в программу курса? (нейронные сети, NLP, временные ряды, байесовский подход и т.д.) Предварительная программа доступна в slack OpenDataScience в канале #mlcourse_open",Потом мы прямо этот же набор данных поанализируем с Pandas. Так что какой Ваш любимый вид спорта?,"Ладно, посерьезней: согласны ли Вы на обработку персональных данных?",Какой из будних дней устроит? Воскресенье – 100%,"Как думаете, Вам хватит мотивации пройти весь курс?","Собираетесь ли Вы поработать над индивидуальным проектом (это ~ 2 месяца, самая полезная часть)?",Хотели бы Вы видеть общий рейтинг слушателей?,"Поддерживаете ли Вы идею, что вживую приходят топ-100 лучших по результатам прошлой домашки? Остальные смотрят трансляцию","Какие оцениваете свой уровень математической подготовки? (матан, линал, теорвер)","Чему равна дисперсия равномерного на [0,6] распределения?","Найдите минимум функции 3x^4-8x^3+6x^2-12 на отрезке [-3,3]",Сколько параметров у нормального распределения?,Сможете написать на Python генератор чисел Фибоначчи?,"Хорошо, а готовы к началу курса (конец января 17го) освоить азы Python? На уровне Code Academy",Оцените свой уровень владения GitHub,Поддерживаете ли Вы идею добровольного вознаграждения организаторов курса?,"Посоветуйте хороший фильм в стиле ""Игра в имитацию"" :)"
2017/03/05 8:40:46 pm GMT+3,Студентка 2 курса факультета биоинженерии и биоинформатики МГУ им. М. В. Ломоносова,Да,Надеюсь апгрейдиться в программировании на Python и познакомиться с ML,Нейронные сети,Теннис,Да,Пн,Да,Да,Да,Да,4,3,-12,2.0,Да,Да,Могу редактировать свою копию,Да,"""Игры разума"", ""Бердмэн"", ""Энигма"", ""Жертвуя пешкой"""
2017/03/05 9:08:45 pm GMT+3,Студентка мехмата МГУ,Да,Хочу выучить питон :),Нейронные сети,Баскетбол,Да,Пн,Да,Да,Да,Нет,5,3,-12,2.0,Нет,Нет,Могу редактировать свою копию,Да,Игры разума
2017/03/05 9:42:20 pm GMT+3,Студент 3 курса физфака МГУ. Питон изучаю 3 недели. Стоит задача HR-анализа в крупной компании. Необходимы навыки анализа данных и машинного обучения,Нет,Получить tips для обработки данных и машинного обучения. ,Не имею понятия,Хоккей,Да,Любой,Да,Да,Да,"У многих не будет возможности прийти вживую, так что лучше оптимизировать онлайн трансляцию",4,3,-11,2.0,Да,уже,Могу скачать материалы,Да,Игры разума (ответы запостить!!!!)
2017/03/05 9:51:14 pm GMT+3,Артур. Киев. Работаю в R. Хочу попробовать Python.,Нет,освоить азы машинного обучения и работы в python ,байесовский подход,футбол,Да,Пт,Посмотрим,Да,Пофиг,Нет,2,3,-93,2.0,Нет,Нет,Могу скачать материалы,Да,"человек, который изменил все, игры разума, доказательство"
2017/03/05 9:55:59 pm GMT+3,"занимаюсь рекомендательными системами, учусь в аспирантуре hse",Да,"хочу освежить знания, может что-то новое узнать","rl, dl",,Да,Пн,Да,Да,Нет,Да,4,3,-12,2.0,Да,Да,"Пользуюсь ветками, могу что-то смерджить",Да,
2017/03/05 10:10:48 pm GMT+3,Недавно закончил универ. Работаю программистом.,Да,"Понять, чего я стою",Математику для идиотов (вроде меня),бильярд,Да,Вт,Нет,"Собираюсь. Но моя любимая цитата: ""мечтай в одну руку, а сри - в другую. Затем остановись и посмотри, какая быстрей заполнится"".",Да,Да,2,3,-12,2.0,Да,Да,Могу редактировать свою копию,Да,
2017/03/05 10:37:23 pm GMT+3,"Студентка последнего года магистратуры в МФТИ (ГУ) и Universite Grenoble Alpes (Grenoble, France)",Да,Practice,"Нейросети, NLP",Aerobics,Да,Любой,Посмотрим,Да,Да,Нет,4,0.5,-12,2.0,Да,Да,Могу редактировать свою копию,Нет,"Люблю: Игра Эндера, Престиж, Иллюзионист, Иллюзия обмана, Ангелы и демоны, Код да Винчи, Начало"
2017/03/05 10:43:50 pm GMT+3,"Мне 20 лет и я учусь на технической специальности. Мне интересны сетевые технологии, БД, а также аналитика и прогнозирование в различных отраслях.",Нет,"Узнать новое, обновить уже полученные ранее знания и познать анализ данных (и методы) для дальнейшей работы в этой области",Нейронные сети ,"Сноубординг, танцы",Да,Пт,Посмотрим,Интересно попробовать,Пофиг,Да,2,0.5,-12,2.0,Да,Уже не успела,Могу редактировать свою копию,Да,Игры разума
2017/03/05 10:48:49 pm GMT+3,Student,Да,Practice,"Neural nets, NLP",Fitness,Да,Любой,Посмотрим,Да,Да,Нет,4,0.5,-12,2.0,Да,Да,Могу скачать материалы,Нет,-
2017/03/05 11:01:42 pm GMT+3,Интересна тема машинного обучения,Да,Мотивации к дальнейшему изучению:),нейронные сети,Футбол,Да,Пн,Посмотрим,Да,Да,Да,3,3,-12,2.0,Да,Нет,По нулям,Да,
2017/03/05 11:54:48 pm GMT+3,Прикладной математик.Интересуюсь Machine Learning.,Да,Интересных заданий на разнообразные темы.Новых идей для дальнейшего применения ML. ,Нейронные сети с уклоном в практику для решения реальных задач.,Футбол.,Да,Пн,Да,Да,Да,Да,4,3,-12,2.0,Да,Да,Могу скачать материалы,Да,Игры разума
