Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Dead or Alive Xtreme Beach Volleyball,XB,2003,Sports,Microsoft Game Studios,0.36,0.08,0.14,0.02,0.59,73,42,7.8,47,Team Ninja,M
Tales of Rebirth,PS2,2004,Role-Playing,Namco Bandai Games,0,0,0.59,0,0.59,,,,,,
Silent Hill: Shattered Memories,PS2,2010,Action,Konami Digital Entertainment,0.13,0.22,0.01,0.23,0.59,77,8,6.8,82,Climax Group,M
Disney Sing It: Family Hits,Wii,2010,Misc,Disney Interactive Studios,0.38,0.17,0,0.05,0.59,,,tbd,,Disney Interactive Studios,E
Blur,X360,2010,Racing,Activision,0.25,0.27,0,0.06,0.59,82,78,8.3,169,Bizarre Creations,E10+
Barbie: Race & Ride,PS,1999,Action,Sony Computer Entertainment,0.33,0.22,0,0.04,0.59,,,,,,
Kane & Lynch 2: Dog Days,PS3,2010,Shooter,Square Enix,0.17,0.27,0.05,0.1,0.59,,,,,,
Madden NFL 06,X360,N/A,Sports,Electronic Arts,0.54,0,0.01,0.03,0.59,74,48,4.9,44,EA Tiburon,E
Asphalt: Urban GT,DS,2004,Racing,Ubisoft,0.31,0.22,0,0.06,0.59,60,38,7.5,13,Gameloft,E
Mega Man Anniversary Collection,PS2,2004,Platform,Capcom,0.29,0.22,0,0.08,0.59,81,26,9,20,Atomic Planet Entertainment,E
Metal Gear Solid V: Ground Zeroes,PS3,2014,Action,Konami Digital Entertainment,0.14,0.12,0.27,0.05,0.59,66,5,5.9,242,Kojima Productions,M
Harvest Moon: Friends of Mineral Town,GBA,2003,Simulation,Ubisoft,0.34,0.13,0.11,0.01,0.59,81,25,9.6,116,TOSE,E
Backyard NBA Basketball,PS2,2003,Sports,Atari,0.29,0.22,0,0.07,0.59,,,,,,
Ben 10: Alien Force,PSP,2008,Action,Koch Media,0.35,0.13,0,0.1,0.59,,,7.7,12,Monkey Bar Games,E10+
Naruto: The Broken Bond,X360,2008,Action,Ubisoft,0.24,0.28,0,0.06,0.59,80,34,7.8,46,Ubisoft Montreal,T
Kirby's Dream Course,SNES,1994,Sports,Nintendo,0,0,0.59,0,0.59,,,,,,
WarioWare D.I.Y.,DS,2009,Misc,Nintendo,0.17,0.18,0.2,0.04,0.59,82,53,8.7,39,Intelligent Systems,E
Iron Man,Wii,2008,Action,Sega,0.3,0.22,0,0.06,0.59,44,14,7,8,Artificial Mind and Movement,T
The Fight: Lights Out,PS3,2010,Fighting,Sony Computer Entertainment,0.29,0.21,0,0.09,0.59,48,39,7.5,77,Coldwood Interactive,T
Mega Man X7,PS2,2003,Action,Capcom,0.22,0.17,0.14,0.06,0.58,58,30,5.1,38,"Valuewave Co.,Ltd.",E
Deus Ex: Human Revolution,PC,2011,Shooter,Square Enix,0.25,0.25,0,0.08,0.58,90,52,8.5,3069,Nixxes Software,M
SpongeBob SquarePants featuring Nicktoons: Globs of Doom,PS2,2008,Action,THQ,0.29,0.22,0,0.07,0.58,,,tbd,,Incinerator Games,E
Final Fantasy Anniversary Edition,PSP,2007,Role-Playing,Square Enix,0.39,0.02,0.13,0.04,0.58,67,34,7.7,47,TOSE,E10+
LEGO Indiana Jones 2: The Adventure Continues,PSP,2009,Action,Activision,0.21,0.23,0,0.14,0.58,,,tbd,,Traveller's Tales,E10+
SoulCalibur V,X360,2012,Fighting,Namco Bandai Games,0.39,0.13,0.02,0.04,0.58,77,56,6.2,124,Project Soul,T
Tokimeki Memorial: Forever with You,PS,1995,Simulation,Konami Digital Entertainment,0,0,0.55,0.04,0.58,,,,,,
Diablo,PS,1997,Role-Playing,Electronic Arts,0.29,0.19,0.07,0.04,0.58,,,,,,
Q*bert,2600,1982,Puzzle,Parker Bros.,0.55,0.03,0,0.01,0.58,,,,,,
Romancing SaGa,PS2,2005,Role-Playing,Square Enix,0.06,0.04,0.47,0.01,0.58,58,23,8,35,Square Enix,E10+
Lost: Via Domus,X360,2008,Action,Ubisoft,0.18,0.34,0,0.07,0.58,55,50,6.4,58,Ubisoft Montreal,T
Top Spin 3,Wii,2008,Action,Take-Two Interactive,0.15,0.37,0,0.07,0.58,68,18,5.7,29,Pam Development,E
Game Party in Motion,X360,2010,Misc,Warner Bros. Interactive Entertainment,0.36,0.17,0,0.05,0.58,33,6,3.7,9,Farsight Studios,E
The Lord of the Rings: The Third Age,PS2,2004,Role-Playing,Electronic Arts,0.49,0.02,0,0.08,0.58,73,35,8.2,60,EA Games,T
Call of Duty: Black Ops,DS,2010,Shooter,Activision,0.5,0.04,0,0.04,0.58,74,13,6,54,n-Space,T
Disney Sing It! High School Musical 3: Senior Year,Wii,2008,Misc,Disney Interactive Studios,0.31,0.23,0,0.04,0.58,,,,,,
NCAA Football 09,PS3,2008,Sports,Electronic Arts,0.54,0,0,0.04,0.58,81,20,7.3,25,EA Tiburon,E
Sonic & All-Stars Racing Transformed,X360,2012,Racing,Sega,0.2,0.33,0,0.05,0.58,,,,,,
MLB 11: The Show,PS3,2011,Sports,Sony Computer Entertainment,0.54,0,0,0.04,0.58,90,30,7.8,87,SCEA San Diego Studios,E
Jeopardy!,Wii,2010,Misc,THQ,0.55,0,0,0.04,0.58,,,,,,
"Transformers: War for Cybertron (XBox 360, PS3, & PC Versions)",X360,2010,Shooter,Activision,0.38,0.15,0,0.05,0.58,,,,,,
Kinect Rush: A Disney Pixar Adventure,X360,2012,Adventure,Microsoft Game Studios,0.38,0.15,0,0.05,0.58,68,31,5.1,15,Asobo Studio,E
Sammy Sosa High Heat Baseball 2001,PS,2000,Sports,3DO,0.32,0.22,0,0.04,0.58,,,,,,
Skylanders SWAP Force,WiiU,2013,Platform,Activision,0.38,0.15,0,0.05,0.58,89,7,6,96,Vicarious Visions,E10+
Terminator 3: Rise of the Machines,PS2,2003,Action,Atari,0.28,0.22,0,0.07,0.58,38,21,6.3,23,Black Ops Entertainment,T
Guitar Hero: Smash Hits,Wii,2009,Misc,Activision,0.31,0.21,0,0.06,0.58,74,17,7.7,6,Beenox,T
Tom Clancy's HAWX,X360,2009,Action,Ubisoft,0.31,0.19,0.02,0.06,0.58,73,64,7.3,51,Ubisoft Romania,T
Alice: Madness Returns,PS3,2011,Adventure,Electronic Arts,0.22,0.24,0.04,0.08,0.58,70,51,7.9,181,Spicy Horse,M
Shin Megami Tensei IV,3DS,2013,Role-Playing,Atlus,0.28,0,0.27,0.03,0.58,83,48,8.3,251,Atlus,M
NBA 2K7,X360,2006,Sports,Take-Two Interactive,0.53,0,0,0.04,0.58,84,46,7.8,67,"Kush Games, Visual Concepts",E
International Superstar Soccer '98,N64,1998,Sports,Konami Digital Entertainment,0.06,0.3,0.19,0.03,0.58,,,,,,
FIFA: Road to  World Cup 98,N64,1997,Sports,Electronic Arts,0.15,0.39,0,0.03,0.58,,,,,,
World Cup 98,N64,1998,Sports,Electronic Arts,0.14,0.4,0,0.04,0.58,,,,,,
NHL 12,PS3,2011,Sports,Electronic Arts,0.36,0.15,0,0.07,0.58,86,33,7.5,52,Electronic Arts,E10+
NASCAR: Dirt to Daytona,PS2,N/A,Racing,Unknown,0.28,0.22,0,0.07,0.58,84,10,8.8,19,Monster Games Inc.,E
Unreal Tournament,PS2,2000,Shooter,Infogrames,0.28,0.22,0,0.07,0.58,77,23,6.8,13,Epic Games,M
Digimon World 2,PS,2000,Role-Playing,Namco Bandai Games,0.23,0.16,0.16,0.04,0.58,42,5,7.6,47,Bandai,E
Tales of Phantasia,PS,1998,Role-Playing,Namco Bandai Games,0,0,0.54,0.04,0.58,,,,,,
Prince of Persia: The Two Thrones,XB,2005,Action,Ubisoft,0.33,0.22,0,0.03,0.58,85,46,8.4,28,Ubisoft,M
Xenosaga Episode II: Jenseits von Gut und Böse,PS2,2004,Role-Playing,Sony Computer Entertainment,0.28,0.22,0,0.07,0.58,,,,,,
Gex: Enter the Gecko,PS,1998,Platform,BMG Interactive Entertainment,0.32,0.22,0,0.04,0.58,,,,,,
Shrek 2: Beg for Mercy,GBA,2004,Adventure,Activision,0.42,0.15,0,0.01,0.58,,,,,,
FIFA Soccer 10,DS,2009,Sports,Electronic Arts,0.14,0.37,0,0.07,0.58,,,7.6,5,Exient Entertainment,E
JoJo's Bizarre Adventure: All Star Battle,PS3,2013,Fighting,Namco Bandai Games,0.05,0.02,0.5,0.01,0.58,71,53,8.3,55,CyberConnect2,T
Contra: Shattered Soldier,PS2,2002,Shooter,Konami Digital Entertainment,0.28,0.22,0,0.07,0.58,78,33,6.6,25,KCET,T
Championship Motocross featuring Ricky Carmichael,PS,1998,Racing,THQ,0.32,0.22,0,0.04,0.58,,,,,,
Dragon Ball Z: Chou Saiya Densetsu,SNES,1992,Role-Playing,Namco Bandai Games,0,0,0.58,0,0.58,,,,,,
Final Fantasy: The 4 Heroes of Light,DS,2009,Role-Playing,Square Enix,0.22,0.1,0.23,0.03,0.58,71,49,7.1,38,Matrix Software,E10+
Rayman Legends,PS3,2013,Platform,Ubisoft,0.14,0.34,0,0.1,0.58,91,23,8.7,310,Ubisoft Montpellier,E10+
Fire Emblem: Seisen no Keifu,SNES,1996,Strategy,Nintendo,0,0,0.58,0,0.58,,,,,,
FIFA Soccer,PSV,2012,Sports,Electronic Arts,0.16,0.32,0.02,0.08,0.58,79,45,7.2,79,Electronic Arts,E
Tenchu 2: Birth of the Stealth Assassins,PS,2000,Action,Activision,0.32,0.22,0,0.04,0.58,77,14,8.7,32,Acquire,M
Tony Hawk's Pro Skater 4,GC,2002,Sports,Activision,0.45,0.12,0,0.02,0.58,91,19,8.6,21,Neversoft Entertainment,T
Go Diego Go! Great Dinosaur Rescue,Wii,2008,Action,Take-Two Interactive,0.52,0.02,0,0.04,0.58,,,,,,
Naruto: Uzumaki Chronicles 2,PS2,2006,Action,Namco Bandai Games,0.28,0.22,0,0.07,0.58,52,22,6.9,17,Cavia Inc.,T
NHL 06,PS2,2005,Sports,Electronic Arts,0.48,0.02,0,0.08,0.58,78,27,8.5,29,EA Canada,E10+
Parasite Eve II,PS,1999,Role-Playing,SquareSoft,0.32,0.22,0,0.04,0.58,79,14,9,77,SquareSoft,M
NFL Blitz 2000,N64,1999,Sports,Midway Games,0.55,0.02,0,0,0.58,,,,,,
Skate it,Wii,2008,Sports,Electronic Arts,0.5,0.03,0,0.04,0.58,70,37,8.4,25,Electronic Arts,E
Pro Evolution Soccer 2015,PS3,2014,Sports,Konami Digital Entertainment,0.1,0.2,0.22,0.06,0.58,,,7.8,34,Konami,E
London 2012: The Official Video Game of the Olympic Games,X360,2012,Sports,Sega,0.07,0.44,0,0.07,0.58,,,,,,
Madden NFL 2002,XB,N/A,Sports,Unknown,0.53,0.02,0,0.03,0.58,90,16,8.1,8,EA Sports,E
NCAA Football 10,PS2,2009,Sports,Electronic Arts,0.28,0.22,0,0.07,0.58,,,tbd,,EA Tiburon,E
Phineas and Ferb: Across the 2nd Dimension,Wii,2011,Action,Disney Interactive Studios,0.35,0.18,0,0.05,0.57,76,4,8.3,6,High Impact Games,E10+
Theme Park,PS,1994,Simulation,Electronic Arts,0.24,0.16,0.13,0.04,0.57,,,,,,
Far Cry Instincts,XB,2005,Shooter,Ubisoft,0.32,0.24,0,0.02,0.57,85,56,5.7,73,Ubisoft Montreal,M
Hasbro Family Game Night,PS2,2008,Puzzle,Electronic Arts,0.28,0.22,0,0.07,0.57,,,tbd,,EA Bright Light,E
Tony Hawk's Pro Skater 4,GBA,2002,Sports,Activision,0.41,0.15,0,0.01,0.57,85,13,8.8,4,Vicarious Visions,E
ATV Offroad Fury: Blazin' Trails,PSP,2005,Racing,SouthPeak Games,0.53,0,0,0.04,0.57,63,32,7.8,16,Climax Group,E
Tales of the Abyss,PS2,2005,Role-Playing,Namco Bandai Games,0,0,0.57,0,0.57,78,22,8.4,109,Namco,T
Payday 2,X360,2013,Shooter,505 Games,0.33,0.19,0,0.05,0.57,75,18,6.3,203,Overkill Software,M
Mobile Suit Gundam: Giren no Yabou- Zeon no Keifu,PS,2000,Strategy,Namco Bandai Games,0,0,0.54,0.04,0.57,,,,,,
Blacksite: Area 51,X360,2007,Shooter,Midway Games,0.29,0.22,0,0.06,0.57,62,48,6.1,65,Midway Studios - Austin,T
Spyro Orange: The Cortex Conspiracy,GBA,2004,Action,Vivendi Games,0.41,0.15,0,0.01,0.57,60,25,7,12,Vicarious Visions,E
XCOM: Enemy Unknown,PS3,2012,Strategy,Take-Two Interactive,0.24,0.23,0,0.1,0.57,89,20,8.2,296,Firaxis Games,M
Petz Dogz 2,Wii,2007,Simulation,Ubisoft,0.52,0.01,0,0.04,0.57,,,tbd,,Ubisoft,E
Beyond The Beyond,PS,1995,Role-Playing,Sony Computer Entertainment,0.11,0.08,0.35,0.04,0.57,,,,,,
Ben 10: Alien Force,PS2,2008,Action,Koch Media,0.22,0.02,0,0.33,0.57,,,5.3,6,Monkey Bar Games,E10+
Skylanders: Spyro's Adventure,3DS,2011,Action,Activision,0.32,0.2,0,0.05,0.57,82,8,4.9,62,Vicarious Visions,E10+
Cabela's Dangerous Hunts 2011,Wii,2010,Sports,Activision,0.52,0.02,0,0.04,0.57,,,tbd,,Activision,T
The Sims 3: World Adventures,PC,2009,Simulation,Electronic Arts,0.02,0.18,0,0.38,0.57,81,31,8,72,The Sims Studio,T
Madden NFL 06,GC,2005,Sports,Electronic Arts,0.44,0.11,0,0.02,0.57,86,21,8.5,11,EA Sports,E
Mega Man Star Force 2: Zerker x Ninja / Saurian,DS,2007,Action,Capcom,0.24,0,0.31,0.02,0.57,,,,,,
Titanfall 2,XOne,2016,Shooter,Electronic Arts,0.37,0.15,0,0.05,0.57,87,31,8,261,Respawn Entertainment,M
BlazBlue: Calamity Trigger,PS3,2009,Fighting,PQube,0.36,0.1,0.06,0.06,0.57,87,50,8.4,112,Arc System Works,T
"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",Wii,2007,Action,Activision,0.5,0.03,0,0.05,0.57,,,,,,
Iron Man,X360,2008,Action,Sega,0.27,0.24,0,0.06,0.57,45,43,5.9,52,Secret Level,T
Naruto: Ultimate Ninja 2,PS2,2004,Fighting,Namco Bandai Games,0.47,0.02,0,0.08,0.57,73,27,7.9,27,CyberConnect2,T
The Mysterious Murasame Castle,NES,1986,Action,Nintendo,0,0,0.57,0,0.57,,,,,,
NBA Hangtime,N64,1997,Sports,GT Interactive,0.48,0.08,0,0,0.57,,,,,,
NHL 10,PS3,2009,Sports,Electronic Arts,0.38,0.12,0,0.07,0.57,88,35,7.9,40,EA Canada,E10+
Zumba Fitness,PS3,2010,Sports,505 Games,0.28,0.21,0,0.08,0.57,,,3.8,4,"Pipeworks Software, Inc.",E
Rock Band 3,PS3,2010,Misc,MTV Games,0.43,0.08,0,0.05,0.57,91,34,8,95,Harmonix Music Systems,T
Blood Wake,XB,2001,Shooter,Microsoft Game Studios,0.43,0.12,0,0.02,0.57,71,30,7.5,13,Stormfront Studios,T
Dynasty Warriors 5: Xtreme Legends,PS2,2005,Action,Tecmo Koei,0.11,0.08,0.35,0.03,0.57,57,22,9.1,26,Omega Force,T
Rapala: We Fish,Wii,2009,Sports,Activision,0.52,0.01,0,0.04,0.57,,,tbd,,Activision,E
Harvest Moon: Sunshine Islands,DS,2008,Simulation,Rising Star Games,0.35,0.03,0.17,0.03,0.57,,,,,,
WWE 2K15,XOne,2014,Sports,Take-Two Interactive,0.29,0.23,0,0.05,0.57,56,25,5.7,63,Yuke's,T
Jampack Summer 2002,PS2,2002,Misc,Sony Computer Entertainment,0.28,0.22,0,0.07,0.57,,,tbd,,,
FIFA World Cup Germany 2006,PS2,2006,Sports,Electronic Arts,0.47,0.02,0,0.08,0.57,77,28,8.1,33,EA Canada,E
Wreckless: ThE YaKuza MisSiOns,XB,2002,Racing,Activision,0.42,0.11,0.02,0.02,0.57,74,36,5.2,13,Bunkasha Publishing,T
Super Bomberman,SNES,1992,Puzzle,Hudson Soft,0,0,0.57,0,0.57,,,,,,
Defiance,X360,2013,Shooter,Trion Worlds,0.38,0.14,0,0.05,0.57,60,27,7.2,249,Trion Worlds,M
Disgaea 4: A Promise Unforgotten,PS3,2011,Role-Playing,Nippon Ichi Software,0.27,0.11,0.14,0.05,0.57,80,39,7.8,126,Nippon Ichi Software,T
SpongeBob SquarePants featuring Nicktoons: Globs of Doom,DS,2008,Action,THQ,0.52,0,0,0.04,0.57,,,6,5,Natsume,E
SpongeBob SquarePants: Battle for Bikini Bottom,XB,2003,Platform,THQ,0.45,0.1,0,0.02,0.57,70,8,8.9,17,Heavy Iron Studios,E
Doom 3 BFG Edition,PS3,2012,Shooter,Bethesda Softworks,0.26,0.21,0,0.1,0.57,67,16,6.4,107,id Software,M
SD Gundam G Generation Neo,PS2,2002,Strategy,Namco Bandai Games,0,0,0.57,0,0.57,,,,,,
Spider-Man 3,X360,2007,Platform,Activision,0.49,0.04,0,0.04,0.57,63,61,7,53,Treyarch,T
Pro Evolution Soccer 2012,PSP,2011,Action,Konami Digital Entertainment,0.1,0.11,0.29,0.06,0.57,74,4,6.3,8,Konami,E
The Conduit,Wii,2009,Shooter,Sega,0.28,0.23,0,0.06,0.57,69,79,8.2,258,High Voltage Software,T
Trivial Pursuit,Wii,2009,Misc,Electronic Arts,0.2,0.3,0,0.07,0.57,67,11,tbd,,EA Bright Light,E
Just Dance 2016,WiiU,2015,Misc,Ubisoft,0.27,0.25,0,0.05,0.57,73,7,6.9,11,Ubisoft,E10+
Disney Universe,X360,2011,Action,Disney Interactive Studios,0.37,0.14,0,0.05,0.57,66,31,5.3,13,Eurocom Entertainment Software,E10+
RalliSport Challenge,XB,2002,Racing,Microsoft Game Studios,0.39,0.16,0,0.02,0.57,87,32,8.3,19,Digital Illusions,E
Resident Evil Outbreak File #2,PS2,2004,Action,Capcom,0.19,0.15,0.17,0.05,0.57,58,35,7.7,70,Capcom,M
Top Spin 3,PS3,2008,Action,Take-Two Interactive,0.08,0.36,0,0.12,0.57,75,36,7.5,20,Pam Development,E
Bob the Builder: Can We Fix It?,PS,2000,Action,THQ,0.31,0.21,0,0.04,0.57,,,,,,
XIII,PS2,2003,Shooter,Ubisoft,0.28,0.22,0,0.07,0.57,73,37,8.6,35,Ubisoft Paris,M
Tomb Raider: Anniversary,PSP,2007,Action,Eidos Interactive,0.21,0.22,0,0.13,0.57,78,32,8.2,28,Crystal Dynamics,T
Bratz 4 Real,DS,2007,Adventure,THQ,0.29,0.22,0,0.06,0.57,,,tbd,,THQ,E
Rune Factory 4,3DS,2012,Role-Playing,Xseed Games,0.32,0,0.21,0.03,0.57,78,33,8.1,122,Neverland,E10+
3D Dot Game Heroes,PS3,2009,Role-Playing,SouthPeak Games,0.36,0.11,0.03,0.07,0.57,77,66,8,96,Silicon Studio,E10+
Up,Wii,2009,Action,THQ,0.22,0.28,0,0.06,0.56,62,6,8,4,Asobo Studio,E10+
Breath of Fire IV,PS,2000,Role-Playing,Capcom,0.11,0.08,0.34,0.04,0.56,83,10,8.9,45,Capcom,T
Tales of Zestiria,PS3,2015,Role-Playing,Namco Bandai Games,0.05,0.07,0.42,0.02,0.56,,,8,47,"Namco Bandai Games, Bandai Namco Games",T
True Crime: Streets of LA,GC,2003,Action,Activision,0.44,0.11,0,0.02,0.56,77,29,7.3,29,Exakt,M
Odin Sphere,PS2,2007,Role-Playing,Square Enix,0.23,0.18,0.09,0.06,0.56,83,49,8.6,59,Vanilla Ware,T
Petz Wild Animals: Tigerz,DS,2008,Simulation,Ubisoft,0.52,0,0,0.04,0.56,,,tbd,,Magic Pockets,E
The Incredible Hulk,GBA,2003,Action,Universal Interactive,0.4,0.15,0,0.01,0.56,,,,,,
Ms. Pac-Man Maze Madness,GBA,2004,Puzzle,Zoo Digital Publishing,0.4,0.15,0,0.01,0.56,,,tbd,,Full-Fat,E
Xenoblade Chronicles,3DS,2015,Role-Playing,Nintendo,0.27,0.14,0.12,0.04,0.56,,,,,,
Titanfall,PC,2014,Shooter,Electronic Arts,0.22,0.3,0,0.04,0.56,86,29,6.2,1727,Respawn Entertainment,M
Arena Football,PS2,2006,Sports,Electronic Arts,0.28,0.22,0,0.07,0.56,66,18,8.6,14,EA Tiburon,E10+
The Lord of the Rings: The Return of the King,GBA,2003,Action,Electronic Arts,0.4,0.15,0,0.01,0.56,77,13,8.2,11,Griptonite Games,T
NHL Hitz 20-02,PS2,2001,Sports,Midway Games,0.28,0.22,0,0.07,0.56,78,18,7.6,8,Black Box,E
The Legend of Spyro: Dawn of the Dragon,Wii,2008,Platform,Vivendi Games,0.34,0.17,0,0.05,0.56,64,11,6.5,19,Etranges Libellules,E10+
Classic NES Series: Dr. Mario,GBA,2004,Puzzle,Nintendo,0.31,0.11,0.13,0.01,0.56,66,10,7.5,6,Nintendo,E
The Sims: Bustin' Out,XB,2003,Simulation,Electronic Arts,0.4,0.14,0,0.02,0.56,81,26,8.9,12,Maxis,T
NCAA March Madness 07,PS2,2007,Sports,Electronic Arts,0.28,0.22,0,0.07,0.56,63,9,8.6,7,EA Canada,E
"Monsters, Inc. Scream Team",PS,2001,Platform,Sony Computer Entertainment,0.31,0.21,0,0.04,0.56,65,10,6.9,8,Artificial Mind and Movement,E
"Warhammer 40,000: Space Marine",X360,2011,Shooter,THQ,0.25,0.26,0,0.06,0.56,76,57,7.8,232,Relic,M
Harry Potter Collection,PS2,2006,Misc,Electronic Arts,0.28,0.21,0,0.07,0.56,,,tbd,,Electronic Arts,E10+
Top Spin 3,X360,2008,Action,Take-Two Interactive,0.09,0.4,0,0.07,0.56,78,47,7.6,36,Pam Development,E
Yu-Gi-Oh! World Championship Tournament 2004,GBA,2004,Misc,Konami Digital Entertainment,0.4,0.15,0,0.01,0.56,,,,,,
Cabela's Big Game Hunter 2005 Adventures,PS2,2004,Sports,Activision,0.28,0.21,0,0.07,0.56,55,4,8.4,16,Sand Grain Studios,T
LEGO Rock Band,X360,2009,Misc,Warner Bros. Interactive Entertainment,0.4,0.11,0,0.05,0.56,71,50,7.2,31,TT Fusion,E10+
Knockout Kings 2001,PS2,2001,Fighting,Electronic Arts,0.28,0.21,0,0.07,0.56,81,18,tbd,,Black Ops Entertainment,T
Army Men: Sarge's Heroes,PS,1999,Action,3DO,0.31,0.21,0,0.04,0.56,,,,,,
Petz Dogz 2,PS2,2007,Simulation,Ubisoft,0.28,0.21,0,0.07,0.56,,,tbd,,Ubisoft,E
Battlefield 2: Modern Combat,XB,2005,Shooter,Electronic Arts,0.39,0.15,0,0.02,0.56,80,49,8.2,29,Digital Illusions,T
Tom Clancy's HAWX,PS3,2009,Action,Ubisoft,0.21,0.22,0.05,0.09,0.56,74,35,8.1,39,Ubisoft Romania,T
All-Star Baseball 2002,PS2,2001,Sports,Acclaim Entertainment,0.27,0.21,0,0.07,0.56,77,16,7.6,8,Acclaim Studios Austin,E
Backyard NFL Football,GBA,2002,Sports,Infogrames,0.4,0.15,0,0.01,0.56,,,,,,
Minecraft: Story Mode,XOne,2015,Adventure,Mojang,0.3,0.21,0,0.05,0.56,,,,,,
Jillian Michaels Fitness Ultimatum 2010,Wii,2009,Sports,Majesco Entertainment,0.51,0.01,0,0.04,0.56,,,tbd,,Collision Studios,E
Need for Speed: Most Wanted,GC,2005,Racing,Electronic Arts,0.43,0.11,0,0.02,0.56,80,18,9.1,22,EA Canada,T
NASCAR Rumble,PS,2000,Racing,Electronic Arts,0.31,0.21,0,0.04,0.56,,,,,,
Bolt,Wii,2008,Adventure,Disney Interactive Studios,0.19,0.31,0,0.06,0.56,50,4,5.8,5,Avalanche Software,E10+
WWE Raw 2,XB,2003,Fighting,THQ,0.43,0.11,0,0.02,0.56,68,26,7.3,25,Anchor,T
Resident Evil 2,N64,1999,Action,Virgin Interactive,0.39,0.09,0.07,0.01,0.56,,,,,,
Mega Man X2,SNES,1993,Platform,Laguna,0.09,0.02,0.45,0,0.56,,,,,,
Manhunt 2,PS2,2007,Action,Take-Two Interactive,0.27,0.21,0,0.07,0.56,67,22,7.8,53,Rockstar London,M
Fullmetal Alchemist and the Broken Angel,PS2,2003,Role-Playing,Square Enix,0.15,0.12,0.26,0.04,0.56,56,35,8.1,38,Racjin,T
Tony Hawk's Project 8,PSP,2006,Sports,Activision,0.41,0.07,0,0.07,0.56,68,11,7.6,14,Page 44 Studios,T
Hamtaro: Ham-Hams Unite!,GB,2001,Role-Playing,Nintendo,0,0,0.56,0,0.56,,,,,,
Batman Begins,PS2,2005,Action,Electronic Arts,0.27,0.21,0,0.07,0.56,64,41,7.3,70,Eurocom Entertainment Software,T
Dogz,DS,2006,Simulation,Ubisoft,0.5,0.01,0,0.04,0.56,,,7.8,9,MTO,E
Yokai Sangokushi,3DS,2016,Action,Level 5,0,0,0.56,0,0.56,,,,,,
Tony Hawk's Proving Ground,X360,2007,Sports,Activision,0.49,0.02,0,0.04,0.56,72,59,5.4,44,Neversoft Entertainment,T
Dr. Seuss' The Cat in the Hat,PS2,2003,Misc,Vivendi Games,0.27,0.21,0,0.07,0.56,56,6,6.5,8,Magenta Software,E
Barbie Groovy Games,GBA,2002,Misc,Universal Interactive,0.4,0.15,0,0.01,0.56,47,5,7,4,Digital Illusions,E
Wolfenstein,X360,2009,Shooter,Activision,0.28,0.22,0,0.06,0.56,72,66,7.5,128,"id Software, Raven Software",M
Yu-Gi-Oh! Reshef of Destruction,GBA,2003,Strategy,Konami Digital Entertainment,0.4,0.15,0,0.01,0.56,,,,,,
Blinx: The Time Sweeper,XB,2002,Platform,Microsoft Game Studios,0.39,0.15,0,0.02,0.56,71,36,8,41,Artoon,E
ESPN NFL Football,PS2,2003,Sports,Sega,0.27,0.21,0,0.07,0.56,91,20,8.5,25,Visual Concepts,E
Fatal Fury Special,SNES,1994,Fighting,Takara,0,0,0.56,0,0.56,,,,,,
Major League Baseball 2K5,XB,2005,Sports,Take-Two Interactive,0.52,0.02,0,0.02,0.56,81,25,8.2,17,Kush Games,E
Tetris Party Deluxe,Wii,2010,Puzzle,Nintendo,0.33,0.16,0.02,0.05,0.56,72,19,5.8,4,"Tetris Online, Inc",E
DS Bimoji Training,DS,2008,Misc,Nintendo,0,0,0.56,0,0.56,,,,,,
Gravity Rush,PSV,2012,Action,Sony Computer Entertainment,0.21,0.17,0.09,0.08,0.56,83,73,8.5,625,SCE Japan Studio,T
Quantum Break,XOne,2016,Action,Microsoft Game Studios,0.3,0.2,0.01,0.05,0.56,77,106,6.8,1659,Remedy Entertainment,M
Archer Maclean's Mercury,PSP,2005,Puzzle,Ignition Entertainment,0.17,0.24,0,0.14,0.56,75,39,6.6,21,Awesome Studios,E
TMNT,X360,2007,Action,Ubisoft,0.48,0.03,0,0.05,0.56,58,31,6.3,32,Ubisoft Montreal,E10+
Middle-Earth: Shadow of Mordor,PS3,2014,Action,Warner Bros. Interactive Entertainment,0.2,0.26,0.01,0.09,0.56,,,3.4,100,Behaviour Interactive,M
Soldier of Fortune: Gold Edition,PS2,2001,Shooter,Codemasters,0.27,0.21,0,0.07,0.56,59,14,6.8,17,Pipe Dream Interactive,M
FIFA 15,Wii,2014,Sports,Electronic Arts,0.15,0.37,0,0.04,0.56,,,4.3,12,EA Sports,E
Final Fantasy IV: The Complete Collection,PSP,2011,Role-Playing,Square Enix,0.13,0.09,0.27,0.06,0.56,77,41,7.5,80,Bullets,E10+
Frontlines: Fuel of War,X360,2008,Shooter,THQ,0.34,0.15,0.01,0.05,0.56,75,55,7.8,77,Kaos Studios,T
MX 2002 Featuring Ricky Carmichael,PS2,2001,Racing,THQ,0.27,0.21,0,0.07,0.56,76,17,8.3,9,Pacific Coast Power & Light,E
