Month,DayofMonth,DayOfWeek,DepTime,UniqueCarrier,Origin,Dest,Distance,dep_delayed_15min
c-4,c-20,c-4,653,WN,OAK,LAX,337,Y
c-3,c-8,c-3,918,US,CLT,ORD,599,N
c-12,c-30,c-5,2129,OH,LGA,LEX,604,N
c-8,c-26,c-6,2005,EV,ATL,MYR,317,Y
c-6,c-2,c-5,1921,MQ,SBA,LAX,89,N
c-7,c-5,c-3,1532,NW,DTW,BNA,457,N
c-7,c-15,c-5,611,DL,PHL,CVG,507,N
c-2,c-2,c-4,1322,OO,SFO,COS,963,Y
c-10,c-31,c-2,704,NW,ORD,DTW,235,N
c-10,c-28,c-5,842,HP,PHX,DCA,1979,N
c-5,c-23,c-2,1806,YV,BMI,ORD,116,N
c-9,c-13,c-3,1136,FL,BWI,ATL,576,N
c-8,c-10,c-3,852,HP,DFW,PHX,868,N
c-11,c-1,c-2,716,NW,MSP,LAS,1300,N
c-8,c-1,c-2,1030,UA,ORD,DEN,888,N
c-11,c-15,c-3,1325,WN,STL,SDF,254,N
c-10,c-17,c-2,1013,AA,DFW,OKC,175,N
c-12,c-18,c-1,1244,OO,SFO,RDD,199,N
c-6,c-24,c-5,715,WN,BUR,SJC,296,N
c-8,c-25,c-4,1143,EV,ATL,MDT,619,N
c-5,c-18,c-3,1914,XE,IAH,BTR,253,N
c-8,c-5,c-5,839,MQ,DFW,CLL,164,N
c-6,c-16,c-4,1434,WN,SMF,SNA,404,Y
c-12,c-13,c-2,1055,DL,PHF,ATL,508,N
c-1,c-30,c-7,1400,MQ,BUF,ORD,473,N
c-1,c-1,c-6,1100,WN,BWI,LIT,912,N
c-10,c-12,c-3,1356,MQ,BOS,LGA,185,N
c-2,c-15,c-3,1633,US,MKE,PHX,1460,N
c-2,c-27,c-7,640,WN,MCO,PVD,1073,N
c-6,c-29,c-3,1912,MQ,DFW,SJT,228,N
c-10,c-9,c-1,1356,OO,SBA,SFO,262,N
c-11,c-13,c-7,1046,NW,IND,FLL,1005,N
c-5,c-16,c-2,1455,WN,LAS,OAK,407,N
c-6,c-25,c-7,1013,FL,MCO,BWI,787,N
c-9,c-14,c-3,952,MQ,ACT,DFW,89,N
c-6,c-21,c-3,1045,MQ,OMA,ORD,416,Y
c-4,c-4,c-1,1127,B6,FLL,BOS,1237,N
c-7,c-16,c-6,934,NW,MEM,VPS,369,N
c-7,c-28,c-5,1735,WN,MCI,TPA,1048,Y
c-10,c-15,c-7,750,WN,MDW,CLE,307,N
c-5,c-7,c-7,1314,NW,ATL,MEM,332,N
c-9,c-13,c-3,1545,XE,CRP,IAH,201,N
c-10,c-9,c-7,1514,XE,CLE,RIC,362,N
c-7,c-19,c-3,629,DL,PDX,ATL,2172,N
c-11,c-28,c-2,1150,FL,BWI,BOS,370,N
c-12,c-26,c-2,1223,YV,DEN,ASE,125,N
c-1,c-26,c-3,625,DH,BDL,IAD,326,N
c-11,c-21,c-1,657,AS,SFO,PSP,421,N
c-12,c-2,c-5,656,AA,DFW,ORD,802,N
c-6,c-11,c-7,630,YV,MSP,CLT,930,N
c-3,c-9,c-4,1815,WN,BUR,PHX,369,N
c-6,c-7,c-3,1727,DL,ATL,LAX,1946,Y
c-6,c-20,c-2,1601,FL,MSP,ATL,906,Y
c-9,c-22,c-4,1317,AA,JFK,SJU,1597,Y
c-4,c-28,c-4,1051,FL,EWR,ATL,745,N
c-5,c-20,c-6,958,DL,LAX,ATL,1946,N
c-8,c-26,c-6,1130,AA,DFW,IAH,224,N
c-12,c-24,c-6,700,NW,MSP,PHX,1276,N
c-8,c-8,c-1,1239,AA,SNA,DFW,1205,N
c-5,c-13,c-6,939,MQ,DFW,SPS,113,N
c-7,c-23,c-7,1856,AA,DFW,SNA,1205,Y
c-9,c-23,c-5,1328,DL,LGA,BOS,185,N
c-8,c-14,c-7,1201,XE,IAH,HRL,295,N
c-7,c-17,c-7,14,DH,PIT,IAD,183,Y
c-4,c-26,c-2,1745,OH,LGA,RIC,292,N
c-11,c-29,c-3,1112,DL,TPA,LGA,1011,N
c-3,c-31,c-4,1403,EV,ATL,MEI,267,Y
c-4,c-27,c-3,1100,WN,OAK,MDW,1844,N
c-10,c-21,c-6,1342,WN,SEA,OAK,671,N
c-7,c-25,c-1,1729,HP,LAS,PHX,256,N
c-1,c-25,c-3,609,OO,MRY,SLC,607,N
c-4,c-25,c-1,2330,EV,ATL,DHN,171,N
c-3,c-24,c-4,2009,DL,ATL,MEM,332,N
c-5,c-27,c-5,759,DL,TPA,ATL,406,N
c-11,c-1,c-2,648,NW,MKE,DTW,238,N
c-6,c-13,c-1,1032,NW,MSP,CMH,627,N
c-6,c-24,c-5,914,NW,MDW,MSP,349,N
c-10,c-30,c-7,1355,WN,OKC,MCI,313,N
c-3,c-25,c-5,1950,WN,MDW,PVD,842,Y
c-6,c-3,c-5,1039,WN,LAS,LAX,236,Y
c-3,c-4,c-6,1101,CO,IAH,SAN,1303,N
c-10,c-2,c-7,1210,DL,ATL,IAD,533,N
c-7,c-21,c-4,1633,XE,CLE,DAY,162,N
c-8,c-25,c-5,1837,OO,DEN,SGF,637,N
c-5,c-5,c-4,1800,AA,JFK,SFO,2586,N
c-12,c-30,c-5,1810,XE,MOB,IAH,427,N
c-10,c-15,c-7,818,YV,ORD,RDU,647,N
c-7,c-3,c-1,1339,NW,MEM,MSP,700,N
c-2,c-17,c-5,931,CO,LGA,IAH,1416,N
c-10,c-11,c-2,1618,EV,TPA,TLH,200,N
c-4,c-30,c-7,1311,B6,RIC,BOS,474,N
c-1,c-27,c-4,1501,NW,MSP,CMH,627,N
c-11,c-4,c-6,1724,MQ,AUS,DAL,189,N
c-5,c-11,c-3,1415,WN,TPA,MCI,1048,N
c-3,c-23,c-4,2102,WN,HOU,MSY,303,Y
c-5,c-3,c-2,649,US,MHT,PHL,290,N
c-2,c-23,c-3,2059,MQ,ORD,LIT,552,N
c-1,c-5,c-3,1747,XE,CLE,MSP,622,Y
c-5,c-16,c-2,1443,YV,ORD,MLI,139,N
c-7,c-11,c-2,814,XE,JAX,IAH,817,N
c-11,c-19,c-7,1843,US,DTW,CLT,500,N
c-6,c-20,c-2,1555,OH,PIT,CVG,256,N
c-8,c-18,c-4,954,WN,STL,TUL,351,N
c-12,c-20,c-3,1350,DL,GSO,ATL,306,N
c-12,c-7,c-4,1652,B6,JFK,FLL,1069,Y
c-2,c-18,c-5,1105,DL,ATL,DAY,432,N
c-3,c-7,c-2,555,UA,DTW,ORD,235,N
c-11,c-14,c-2,1638,MQ,TUL,DFW,237,N
c-3,c-2,c-4,1435,EV,EVV,ATL,350,Y
c-9,c-21,c-4,1429,XE,IAH,LFT,201,N
c-5,c-4,c-4,1420,WN,MCO,MSY,550,Y
c-5,c-1,c-1,1433,CO,IAH,SAN,1303,N
c-9,c-20,c-3,1657,NW,MSP,DTW,528,N
c-5,c-20,c-5,1130,EV,BNA,CVG,230,N
c-4,c-28,c-4,1402,AA,PHL,ORD,678,N
c-7,c-13,c-3,1714,NW,MSP,SJC,1576,N
c-11,c-30,c-4,1807,WN,DAL,SAT,248,Y
c-8,c-3,c-3,832,MQ,ORD,BNA,409,N
c-11,c-3,c-5,1122,EV,ATL,AEX,500,Y
c-1,c-25,c-2,1130,FL,TPA,GPT,429,Y
c-11,c-12,c-7,623,YV,RAP,DEN,301,N
c-6,c-3,c-6,1104,DL,SLC,JAC,205,N
c-4,c-19,c-3,653,MQ,FAT,LAX,209,N
c-5,c-16,c-1,1429,UA,BWI,ORD,622,N
c-1,c-7,c-5,1833,WN,PVD,MDW,842,N
c-6,c-28,c-2,1954,WN,RDU,BNA,443,Y
c-12,c-19,c-1,1615,DL,ATL,FLL,581,N
c-10,c-1,c-7,1023,WN,RDU,MCO,534,N
c-6,c-13,c-2,853,MQ,ORD,MSN,109,N
c-4,c-2,c-6,1907,NW,MSP,STL,449,N
c-7,c-22,c-6,1105,DL,ATL,RIC,481,N
c-10,c-13,c-5,907,NW,DTW,MCI,629,N
c-3,c-27,c-1,2214,NW,SFO,DTW,2079,N
c-10,c-19,c-4,904,FL,BWI,RSW,919,N
c-11,c-26,c-7,1612,WN,BWI,IND,515,N
c-11,c-4,c-6,1149,WN,RDU,BWI,255,N
c-8,c-20,c-7,1935,YV,LAS,BUR,223,N
c-7,c-7,c-5,1444,B6,RIC,JFK,288,Y
c-1,c-18,c-3,1638,US,SYR,DCA,298,N
c-11,c-10,c-4,1046,XE,IAH,BHM,562,N
c-7,c-13,c-3,559,XE,MLU,IAH,262,N
c-7,c-8,c-6,745,AA,BWI,DFW,1217,N
c-5,c-23,c-1,1555,EV,JAN,ATL,341,N
c-7,c-17,c-1,824,WN,SMF,SAN,480,N
c-11,c-17,c-5,952,WN,ELP,HOU,677,N
c-4,c-8,c-5,1216,UA,SFO,OGG,2338,N
c-3,c-3,c-5,1810,AA,ORD,PBI,1144,N
c-6,c-17,c-5,805,AA,ORF,DFW,1213,N
c-10,c-13,c-5,1445,CO,RDU,IAH,1043,N
c-2,c-25,c-6,800,DL,PBI,ATL,545,N
c-1,c-30,c-7,1220,HP,JFK,LAS,2248,N
c-9,c-17,c-6,955,EV,ATL,EVV,350,N
c-7,c-22,c-5,2005,UA,DEN,SEA,1024,N
c-5,c-1,c-1,822,UA,SMF,IAD,2358,N
c-1,c-30,c-7,2214,UA,IAD,SFO,2419,Y
c-11,c-10,c-4,1656,F9,DEN,LGA,1619,N
c-6,c-24,c-6,1640,OH,CVG,MDT,429,Y
c-5,c-23,c-1,1158,US,DFW,PHL,1302,N
c-7,c-17,c-1,2147,DL,ATL,MCI,692,Y
c-11,c-8,c-3,640,MQ,TYS,ORD,475,N
c-6,c-10,c-5,1720,UA,ORD,PHX,1440,Y
c-11,c-17,c-5,702,WN,OMA,STL,342,N
c-8,c-28,c-1,1158,DL,SFO,ATL,2139,N
c-6,c-15,c-3,2136,NW,MSP,ANC,2518,N
c-10,c-24,c-2,2058,XE,IAH,LCH,127,N
c-5,c-4,c-3,2021,DL,ATL,JFK,760,N
c-10,c-27,c-5,1455,OH,CVG,BHM,396,Y
c-4,c-19,c-3,1625,AA,MIA,LAX,2342,N
c-5,c-12,c-4,2049,DL,SLC,DEN,391,N
c-10,c-13,c-4,1736,CO,TPA,EWR,998,Y
c-10,c-30,c-7,1920,WN,STL,SDF,254,N
c-1,c-30,c-7,2038,WN,LBB,ABQ,289,Y
c-10,c-15,c-7,2022,UA,SFO,DEN,967,Y
c-6,c-16,c-5,635,OH,ROC,JFK,264,N
c-1,c-7,c-6,629,TZ,DFW,MDW,797,N
c-5,c-9,c-1,900,UA,ORD,DEN,888,N
c-11,c-21,c-2,1550,AA,EWR,DFW,1372,Y
c-11,c-7,c-1,1025,WN,LAS,LIT,1295,N
c-10,c-6,c-5,1421,UA,DEN,BWI,1491,Y
c-7,c-8,c-5,757,UA,LGA,DEN,1619,N
c-9,c-27,c-3,1619,MQ,DFW,LIT,304,N
c-4,c-3,c-1,1740,FL,MDW,ATL,590,N
c-4,c-25,c-1,1313,MQ,ACT,DFW,89,N
c-3,c-18,c-5,1539,DL,CVG,BWI,430,N
c-7,c-17,c-1,1822,DL,BWI,ATL,576,N
c-5,c-7,c-7,657,UA,OMA,DEN,472,N
c-1,c-1,c-7,1159,CO,EWR,PHX,2133,N
c-1,c-27,c-4,908,XE,IAH,OKC,395,N
c-11,c-4,c-6,1014,WN,BOI,RNO,335,Y
c-12,c-14,c-3,2328,NW,MSP,MBS,463,Y
c-5,c-5,c-4,704,NW,DTW,BUF,240,N
c-8,c-13,c-7,1614,WN,PDX,SJC,569,Y
c-1,c-28,c-6,459,NW,GFK,MSP,284,N
c-2,c-17,c-4,1803,DL,DEN,ATL,1199,N
c-4,c-28,c-5,1505,HA,ITO,HNL,216,N
c-7,c-18,c-2,1705,NW,HNL,MSP,3972,N
c-5,c-13,c-6,1150,MQ,ORD,PIA,130,N
c-4,c-5,c-3,1714,DL,ORF,ATL,516,N
c-9,c-29,c-4,1334,MQ,CVG,DFW,812,Y
c-2,c-21,c-1,1538,OO,SAN,LAX,109,Y
c-12,c-16,c-6,2011,UA,SFO,LAX,337,Y
c-1,c-2,c-7,2009,DL,ATL,BWI,576,N
c-5,c-20,c-6,1825,UA,LAS,SFO,414,N
c-3,c-11,c-5,1931,DH,MCO,IAD,758,Y
c-4,c-14,c-4,1503,WN,OAK,SAN,446,N
c-4,c-15,c-6,1742,DL,ATL,PBI,545,Y
c-1,c-18,c-2,725,WN,MCO,BWI,787,N
c-2,c-14,c-2,2136,US,CLT,DTW,500,N
c-1,c-25,c-3,1908,DL,MCO,BOS,1121,N
c-12,c-10,c-6,1058,MQ,LGA,CLT,544,Y
c-7,c-6,c-4,812,DL,ATL,MCI,692,N
c-5,c-1,c-1,2104,DL,SLC,SMF,532,N
c-7,c-20,c-4,650,OH,DCA,HSV,613,N
c-8,c-26,c-5,1704,WN,OKC,DAL,181,Y
c-1,c-30,c-1,715,OH,GSO,LGA,461,N
c-3,c-10,c-4,1822,NW,FSD,MSP,197,N
c-9,c-15,c-4,1218,OO,DEN,GJT,212,N
c-8,c-8,c-2,1400,WN,LAS,TUL,1076,N
c-9,c-5,c-1,1157,CO,IAH,EWR,1400,N
c-11,c-21,c-1,1945,WN,MDW,CLE,307,Y
c-7,c-14,c-5,1958,DL,ATL,SFO,2139,N
c-6,c-7,c-3,1752,UA,DEN,JAC,406,Y
c-9,c-12,c-1,1513,NW,SFO,HNL,2398,N
c-1,c-4,c-2,1125,CO,IND,IAH,845,N
c-11,c-16,c-4,919,MQ,DSM,ORD,299,N
c-8,c-3,c-4,1614,MQ,JFK,ORD,740,N
c-8,c-27,c-6,650,US,BTV,PHL,336,N
c-5,c-24,c-3,622,YV,DSM,ORD,299,N
c-12,c-14,c-4,1930,UA,IAD,BOS,413,N
c-4,c-2,c-7,703,UA,ORD,BDL,783,N
c-4,c-19,c-3,1957,F9,SNA,DEN,846,N
c-5,c-16,c-1,1929,EV,ILM,ATL,377,N
c-1,c-16,c-1,924,NW,CMH,MSP,627,N
c-2,c-4,c-5,1509,AA,LAX,LAS,236,N
c-3,c-21,c-1,709,US,TPA,DCA,814,N
c-3,c-17,c-5,1122,AA,ORD,JAC,1162,N
c-9,c-3,c-7,1525,AQ,LIH,OGG,202,N
c-11,c-5,c-7,1012,MQ,MKE,ORD,67,N
c-11,c-15,c-2,813,AA,ORD,PSP,1652,N
c-7,c-15,c-5,907,OO,LAX,MRY,267,N
c-6,c-23,c-4,1027,MQ,DFW,DSM,624,N
c-1,c-30,c-7,1549,TZ,LAX,MDW,1750,N
c-4,c-6,c-3,1016,OH,HTS,CVG,123,N
c-7,c-10,c-1,851,OO,LAX,OXR,49,N
c-12,c-26,c-1,1242,CO,DCA,IAH,1208,Y
c-11,c-4,c-6,1411,AA,MSY,MIA,674,N
c-8,c-19,c-5,1233,HP,SJC,PHX,621,N
c-9,c-15,c-5,813,WN,PDX,OAK,543,N
c-9,c-15,c-5,2106,WN,DAL,STL,546,N
c-8,c-29,c-1,1245,MQ,ORD,MKE,67,N
c-4,c-26,c-3,1652,NW,BUF,DTW,240,N
c-12,c-7,c-3,2101,AS,FAI,ANC,261,N
c-4,c-2,c-6,1019,NW,DTW,EWR,487,N
c-8,c-30,c-2,1417,EV,ATL,LYH,389,N
c-11,c-7,c-2,1819,FL,PBI,ATL,545,Y
c-12,c-22,c-4,1728,HP,IND,PHX,1489,N
c-6,c-10,c-6,1450,EV,MSY,ATL,425,Y
c-3,c-19,c-7,617,AA,BWI,DFW,1217,N
c-3,c-29,c-3,2135,EV,SLC,BIL,387,Y
c-7,c-15,c-5,1607,WN,JAN,MDW,666,Y
c-12,c-24,c-7,1433,CO,EWR,TPA,998,N
c-10,c-26,c-4,1133,EV,SLC,BOI,291,N
c-10,c-18,c-3,826,WN,BWI,RSW,919,N
c-8,c-13,c-6,801,OO,ORD,CVG,264,N
c-8,c-12,c-5,1010,WN,RNO,SLC,422,N
c-11,c-19,c-6,1028,MQ,FSM,DFW,228,N
c-4,c-4,c-2,1243,DL,MCI,ATL,692,N
c-4,c-22,c-6,1735,WN,OAK,LAX,337,Y
c-4,c-19,c-3,833,UA,IAD,SFO,2419,N
c-2,c-22,c-3,1001,DL,SFO,ATL,2139,N
c-7,c-2,c-7,1710,WN,OAK,LAX,337,N
c-6,c-9,c-4,1627,OH,CVG,CAK,214,N
c-3,c-10,c-5,1342,NW,MEM,DTW,610,N
c-1,c-10,c-2,742,EV,ATL,MSP,906,N
c-3,c-25,c-5,2042,DL,SLC,SEA,689,N
c-9,c-24,c-7,1057,OO,ORD,CMH,296,N
c-2,c-4,c-5,1814,AA,IAD,DFW,1172,N
c-3,c-5,c-6,1000,WN,MDW,SEA,1733,N
c-4,c-2,c-6,1729,NW,DTW,GRR,120,N
c-6,c-1,c-3,1445,HP,MSP,LAS,1300,N
c-10,c-23,c-1,1020,CO,IAH,SAT,191,N
c-10,c-11,c-3,1305,DL,CMH,ATL,446,N
c-10,c-10,c-1,1129,XE,HRL,IAH,295,Y
c-12,c-22,c-5,2139,WN,LAX,SJC,308,Y
c-2,c-15,c-3,715,WN,PHX,BUR,369,N
c-5,c-19,c-5,834,UA,STL,ORD,258,N
c-7,c-19,c-3,601,UA,PDX,SFO,550,N
c-1,c-2,c-7,1835,WN,FLL,JAX,318,Y
c-1,c-29,c-7,1319,UA,OMA,ORD,416,N
c-6,c-25,c-7,800,UA,ORD,PHX,1440,N
c-2,c-10,c-5,1018,XE,BWI,CLE,314,N
c-12,c-8,c-4,1302,NW,MKE,MSP,297,Y
c-1,c-24,c-1,1114,MQ,MAF,DFW,309,N
c-8,c-11,c-5,1417,WN,PHX,PIT,1813,Y
c-7,c-6,c-4,2028,B6,JFK,PHX,2153,N
c-10,c-27,c-4,2044,HP,LAS,SEA,866,N
c-5,c-8,c-1,2002,OO,ORD,CWA,213,Y
c-3,c-26,c-6,653,DH,CLE,IAD,288,N
c-5,c-9,c-2,2323,NW,GTF,FCA,146,Y
c-8,c-26,c-5,830,HA,HNL,KOA,163,N
c-7,c-11,c-1,858,MQ,XNA,LGA,1147,N
c-10,c-15,c-6,47,CO,ONT,IAH,1334,N
c-1,c-20,c-4,1029,FL,MSY,ATL,425,N
c-6,c-15,c-3,1220,NW,DTW,GRB,288,N
c-8,c-10,c-4,738,OO,RAP,SLC,508,N
c-8,c-12,c-6,1450,OO,DEN,PSC,853,N
c-1,c-10,c-1,1642,WN,SJC,RNO,188,Y
c-12,c-3,c-6,726,AA,SAT,DFW,247,N
c-5,c-21,c-6,920,WN,MCO,PHL,861,N
c-1,c-8,c-7,911,AA,STL,RSW,979,N
c-6,c-21,c-3,628,XE,EWR,GSP,594,N
c-6,c-28,c-2,1219,EV,MOB,CVG,611,N
c-5,c-10,c-2,2223,OO,SLC,BZN,347,N
c-6,c-3,c-6,1738,DL,LAX,HNL,2556,N
c-4,c-21,c-4,1535,AA,DFW,DCA,1192,N
c-11,c-2,c-3,950,CO,SAN,IAH,1303,N
c-9,c-16,c-5,2116,FL,ATL,MCO,403,Y
c-9,c-19,c-2,1816,XE,EWR,GSO,446,Y
c-5,c-5,c-5,728,DL,BOS,PBI,1197,N
c-9,c-2,c-5,1821,UA,DEN,TPA,1506,N
c-8,c-2,c-3,1523,US,DEN,CLT,1337,N
c-9,c-15,c-4,2055,OO,SAN,LAX,109,N
c-9,c-23,c-6,2034,CO,IAH,DEN,861,N
c-11,c-9,c-3,658,NW,SEA,MSP,1399,N
c-4,c-26,c-3,1245,WN,PHL,MCO,861,N
c-4,c-10,c-7,1840,WN,BHM,SDF,323,N
c-9,c-1,c-4,1110,OH,CVG,EWR,569,N
c-11,c-23,c-4,730,WN,LAS,SAN,258,N
c-6,c-8,c-4,1548,XE,EWR,MCI,1092,N
c-11,c-2,c-4,1411,DL,ATL,IAD,533,N
c-12,c-21,c-4,1913,OH,JFK,BOS,187,N
c-7,c-10,c-7,2056,B6,JFK,SLC,1989,N
c-5,c-25,c-4,1627,US,MKE,PHX,1460,N
c-4,c-7,c-5,614,UA,ORD,CLT,599,N
c-8,c-6,c-7,1207,UA,BOS,ORD,867,N
c-3,c-2,c-4,1800,OO,LAX,SMF,373,N
c-1,c-20,c-5,1630,YV,IAD,MHT,418,N
c-11,c-23,c-3,1909,DL,STL,ATL,483,N
c-9,c-6,c-3,1055,AA,TPA,ORD,1012,N
c-4,c-12,c-3,1003,OO,SLC,FCA,532,N
c-11,c-21,c-2,1237,AQ,KOA,HNL,163,N
c-4,c-13,c-4,1050,WN,LAX,HOU,1390,N
c-11,c-3,c-4,1525,WN,MDW,MCO,989,N
c-8,c-17,c-3,654,OO,LAX,SBA,89,N
c-8,c-10,c-3,1552,US,MIA,CLT,650,N
c-11,c-8,c-2,1317,XE,MHT,EWR,209,N
c-4,c-23,c-7,1140,YV,CLT,IAD,321,Y
c-6,c-16,c-5,600,OH,LEX,LGA,604,N
c-7,c-25,c-2,1601,WN,HOU,CRP,187,N
c-5,c-6,c-6,1455,EV,MDT,ATL,619,Y
c-10,c-27,c-5,2211,DL,FLL,ATL,581,Y
c-5,c-19,c-4,1951,US,BOS,DCA,399,N
c-1,c-22,c-6,1107,HP,PHX,LAS,256,N
c-11,c-7,c-2,1101,UA,BDL,ORD,783,N
c-7,c-11,c-2,1144,OO,DEN,MFR,964,N
c-2,c-7,c-2,900,WN,OAK,LAX,337,N
c-4,c-19,c-3,1212,MQ,DFW,GRR,931,N
c-9,c-19,c-2,1230,YV,KOA,HNL,163,N
c-11,c-1,c-3,1756,AA,TUS,ORD,1437,N
c-7,c-31,c-7,1341,NW,RDU,MSP,981,N
c-8,c-3,c-4,2141,DL,LGA,BOS,185,Y
c-8,c-21,c-7,1632,AA,DFW,PDX,1616,N
c-5,c-16,c-2,703,MQ,SPS,DFW,113,N
c-2,c-18,c-6,1358,MQ,BNA,MIA,806,N
c-1,c-6,c-4,2050,MQ,DFW,SHV,190,N
c-4,c-10,c-1,1443,XE,IAH,HRL,295,N
c-5,c-24,c-3,751,US,CMH,DCA,322,N
c-5,c-18,c-4,1627,NW,DEN,MSP,680,N
c-10,c-21,c-5,1241,DL,GSO,ATL,306,N
c-6,c-11,c-7,1124,US,LAS,BOS,2381,N
c-12,c-22,c-4,1155,US,LGA,DCA,214,N
c-5,c-17,c-2,1010,NW,MSP,IND,503,N
c-9,c-22,c-4,1956,OO,CPR,SLC,320,Y
c-8,c-16,c-3,1543,WN,BDL,BWI,283,N
c-3,c-1,c-3,1806,MQ,MSN,ORD,109,N
c-10,c-7,c-5,837,MQ,ORD,GRR,137,N
c-9,c-15,c-4,1004,US,DCA,BDL,313,N
c-4,c-26,c-3,1240,YV,JFK,IAD,228,N
c-2,c-2,c-3,1757,TZ,BOS,MDW,861,N
c-1,c-18,c-2,516,HA,HNL,ITO,216,N
c-8,c-14,c-7,949,OH,CVG,BGR,906,N
c-1,c-19,c-4,1647,AA,DFW,OMA,583,N
c-10,c-28,c-6,700,MQ,DFW,BTR,383,N
c-1,c-29,c-7,700,WN,OAK,LAX,337,N
c-11,c-14,c-2,1501,AA,MIA,SJU,1045,N
c-9,c-14,c-3,935,WN,LBB,DAL,293,N
c-10,c-28,c-5,1759,US,ROC,CLT,573,N
c-8,c-23,c-3,833,DL,BDL,TPA,1111,N
c-8,c-22,c-2,1731,MQ,MAF,DFW,309,N
c-8,c-4,c-4,808,AA,DCA,DFW,1192,N
c-8,c-23,c-3,1559,AA,AUS,DFW,190,N
c-11,c-9,c-4,826,WN,MCO,PHL,861,N
c-10,c-28,c-5,634,AA,SAT,DFW,247,N
c-9,c-30,c-5,1615,NW,VPS,MEM,369,N
c-9,c-16,c-6,736,NW,IND,MSP,503,N
c-1,c-21,c-6,1144,XE,DEN,CLE,1201,N
c-6,c-5,c-7,1121,MQ,MAF,DFW,309,N
c-7,c-26,c-2,2108,MQ,DFW,GRK,134,N
c-10,c-28,c-5,1445,AA,BOS,MIA,1258,Y
c-6,c-8,c-4,1208,NW,DTW,MEM,610,N
c-9,c-22,c-4,1722,DL,ATL,LAS,1747,N
c-7,c-24,c-1,2020,YV,ORD,BMI,116,N
c-1,c-15,c-6,1113,NW,MSP,GEG,1175,N
c-4,c-7,c-5,622,MQ,BNA,ORD,409,N
c-5,c-11,c-3,1221,CO,CLE,IAH,1091,Y
c-6,c-10,c-5,1656,OO,SBA,SFO,262,N
c-4,c-20,c-3,933,DL,ATL,SMF,2092,N
c-5,c-12,c-4,1517,US,DCA,MCO,759,N
c-7,c-22,c-5,2029,US,MCO,PHL,861,N
c-1,c-20,c-5,1805,WN,LAS,TPA,1984,Y
c-8,c-29,c-1,1739,MQ,DTW,LGA,501,N
c-7,c-8,c-5,925,WN,CMH,TPA,829,N
c-8,c-23,c-3,1912,WN,HOU,PHL,1335,N
c-8,c-6,c-6,1554,UA,SFO,DEN,967,N
c-9,c-27,c-2,1734,XE,PVD,CLE,540,N
c-9,c-12,c-2,814,AA,ORD,SAT,1041,N
c-11,c-28,c-1,1439,AA,PDX,DFW,1616,N
c-6,c-10,c-6,2343,UA,LAX,ORD,1745,N
c-5,c-19,c-5,602,OO,LAN,ORD,179,N
c-12,c-15,c-5,2005,OH,JFK,RIC,288,N
c-8,c-19,c-6,1319,XE,IAH,TUL,429,N
c-6,c-14,c-3,1019,NW,MSN,DTW,312,N
c-11,c-22,c-3,1636,XE,EWR,PIT,319,Y
c-12,c-3,c-6,1507,MQ,EVV,DFW,642,N
c-9,c-18,c-1,1428,OH,RDU,CVG,390,N
c-3,c-18,c-5,742,UA,PDX,IAD,2327,N
c-4,c-3,c-7,1524,AS,SJC,SEA,697,N
c-8,c-23,c-3,1008,OO,ASE,DEN,125,N
c-6,c-10,c-5,1528,DL,BOS,LGA,185,N
c-5,c-28,c-6,1843,CO,HNL,IAH,3904,N
c-10,c-31,c-2,809,US,PHL,CLT,448,N
c-10,c-12,c-4,1254,NW,DEN,DTW,1123,Y
c-1,c-21,c-6,555,NW,LGA,DTW,501,N
c-12,c-5,c-2,842,EV,MEM,ATL,332,N
c-11,c-3,c-4,949,MQ,ORD,BNA,409,N
c-5,c-2,c-1,656,NW,DTW,ORD,235,N
c-9,c-21,c-4,1457,NW,GRR,DTW,120,N
c-5,c-29,c-7,1630,DL,ATL,RIC,481,N
c-11,c-20,c-1,2014,DL,ATL,SFO,2139,N
c-8,c-16,c-3,1210,OO,DEN,SGF,637,N
c-10,c-31,c-1,1555,MQ,DCA,LGA,214,N
c-11,c-12,c-6,1914,AS,LAX,SEA,954,N
c-4,c-23,c-7,1829,CO,ORD,EWR,719,Y
c-8,c-22,c-2,1345,CO,EWR,SAN,2425,N
c-8,c-26,c-6,1330,B6,PBI,BOS,1197,N
c-8,c-3,c-4,1019,WN,HOU,OAK,1642,N
c-12,c-12,c-2,800,EV,ATL,TOL,549,N
c-12,c-11,c-7,929,AA,ORD,LAS,1515,Y
c-10,c-21,c-6,1246,B6,FLL,JFK,1069,N
c-5,c-1,c-7,852,CO,EWR,AUS,1504,N
c-8,c-15,c-2,1024,WN,BHM,MCO,478,N
c-10,c-3,c-2,2115,WN,ABQ,PHX,328,N
c-1,c-4,c-3,1458,AA,LAX,ORD,1745,N
c-7,c-29,c-5,2001,UA,ORD,OMA,416,N
c-4,c-14,c-4,1040,WN,MCO,SAT,1040,N
c-8,c-2,c-3,1025,DL,BOS,ATL,946,N
c-8,c-6,c-6,1617,OH,SAT,CVG,1024,N
c-7,c-29,c-6,1429,AS,ANC,SEA,1449,Y
c-12,c-26,c-2,1233,CO,TPA,CLE,927,Y
c-1,c-2,c-7,1449,UA,IAD,LAX,2288,N
c-6,c-7,c-3,2132,US,CLT,ABE,481,N
c-1,c-12,c-3,1143,MQ,DFW,HOU,247,N
