"Music","Slow songs or fast songs","Dance","Folk","Country","Classical music","Musical","Pop","Rock","Metal or Hardrock","Punk","Hiphop, Rap","Reggae, Ska","Swing, Jazz","Rock n roll","Alternative","Latino","Techno, Trance","Opera","Movies","Horror","Thriller","Comedy","Romantic","Sci-fi","War","Fantasy/Fairy tales","Animated","Documentary","Western","Action","History","Psychology","Politics","Mathematics","Physics","Internet","PC","Economy Management","Biology","Chemistry","Reading","Geography","Foreign languages","Medicine","Law","Cars","Art exhibitions","Religion","Countryside, outdoors","Dancing","Musical instruments","Writing","Passive sport","Active sport","Gardening","Celebrities","Shopping","Science and technology","Theatre","Fun with friends","Adrenaline sports","Pets","Flying","Storm","Darkness","Heights","Spiders","Snakes","Rats","Ageing","Dangerous dogs","Fear of public speaking","Smoking","Alcohol","Healthy eating","Daily events","Prioritising workload","Writing notes","Workaholism","Thinking ahead","Final judgement","Reliability","Keeping promises","Loss of interest","Friends versus money","Funniness","Fake","Criminal damage","Decision making","Elections","Self-criticism","Judgment calls","Hypochondria","Empathy","Eating to survive","Giving","Compassion to animals","Borrowed stuff","Loneliness","Cheating in school","Health","Changing the past","God","Dreams","Charity","Number of friends","Punctuality","Lying","Waiting","New environment","Mood swings","Appearence and gestures","Socializing","Achievements","Responding to a serious letter","Children","Assertiveness","Getting angry","Knowing the right people","Public speaking","Unpopularity","Life struggles","Happiness in life","Energy levels","Small - big dogs","Personality","Finding lost valuables","Getting up","Interests or hobbies","Parents' advice","Questionnaires or polls","Internet usage","Finances","Shopping centres","Branded clothing","Entertainment spending","Spending on looks","Spending on gadgets","Spending on healthy eating","Age","Height","Weight","Number of siblings","Gender","Left - right handed","Education","Only child","Village - town","House - block of flats"
5,3,2,3,3,2,2,3,4,3,4,4,5,4,5,5,3,1,1,5,5,4,5,3,2,1,5,5,3,2,5,3,5,2,1,1,2,1,3,1,1,5,5,3,1,1,1,5,1,5,2,1,5,5,5,2,2,2,3,5,5,5,5,2,2,1,4,1,5,1,5,5,2,"tried smoking","social drinker",3,1,3,5,5,3,1,3,4,1,5,3,1,2,1,1,4,4,1,5,2,4,5,4,3,5,3,5,3,4,3,5,"i am always on time","only to avoid hurting someone",4,4,1,4,5,3,3,2,5,1,3,2,3,2,3,5,5,4,3,5,5,3,2,"less than an hour a day",1,1,4,5,4,3,4,19,172,60,1,"female","right handed","primary school","no","city","block of flats"
5,3,3,2,3,4,1,4,5,2,2,3,4,4,4,1,5,1,4,5,4,4,5,4,5,5,5,2,5,5,5,5,3,2,5,4,5,5,4,1,1,1,2,1,1,5,3,1,1,1,1,1,1,1,5,1,1,5,4,2,5,3,5,1,1,1,1,4,4,4,5,4,1,"tried smoking","never",3,3,5,5,5,5,2,5,5,1,2,1,1,1,4,5,4,3,2,4,2,5,5,5,2,3,3,2,3,3,2,4,"i am always on time","only to avoid hurting someone",3,4,3,3,2,2,2,4,3,3,4,4,4,1,4,3,2,3,5,2,4,3,1,"few hours a day",4,5,5,2,3,3,4,27,180,80,0,"male","right handed","masters degree","yes","city","block of flats"
5,3,3,2,1,4,5,3,5,2,3,3,4,5,3,5,4,2,1,5,1,1,5,5,2,3,4,5,5,1,2,3,2,1,1,2,3,1,3,5,4,5,5,5,5,3,1,4,1,5,5,2,1,2,5,3,3,4,,4,5,4,1,1,2,4,4,2,2,1,5,1,3,"former smoker","drink a lot",3,1,1,5,5,2,1,4,1,1,4,4,3,1,3,4,4,4,1,4,1,1,3,3,3,5,4,4,2,4,3,2,"i am often running late","everytime it suits me",3,3,2,3,3,3,5,4,4,2,3,5,5,3,3,3,5,2,3,4,3,3,3,"few hours a day",3,4,1,5,4,1,4,22,165,68,2,"female","right handed","college/bachelor degree","yes","city","block of flats"
5,3,4,1,1,4,3,4,5,4,3,4,2,2,2,2,2,3,3,5,4,4,5,5,4,3,5,5,3,2,5,5,5,3,2,2,4,2,3,2,2,5,2,5,3,5,1,3,1,2,3,4,1,2,2,1,1,4,3,4,5,4,3,1,1,3,1,3,3,3,4,4,4,"tried smoking","social drinker",4,3,2,5,3,4,1,4,4,1,3,2,1,2,5,4,5,4,1,4,1,4,5,5,3,3,4,3,1,3,3,3,"i am often running late","sometimes",3,2,4,4,3,4,4,3,4,4,4,5,3,3,4,3,3,4,3,5,4,4,1,"few hours a day",3,4,5,4,5,4,5,19,160,55,2,"female","right handed","secondary school","no","city","block of flats"
5,3,3,4,4,4,4,5,5,4,4,2,2,4,4,4,5,2,4,5,4,4,5,3,5,3,5,5,5,2,5,4,4,2,1,1,5,3,1,5,5,3,3,2,5,1,1,2,5,5,3,3,3,5,3,2,1,4,4,3,5,5,5,3,1,1,1,5,2,2,3,3,5,"never smoked","social drinker",3,3,1,1,1,3,3,5,5,1,5,5,3,1,5,5,5,5,1,5,1,5,5,4,3,3,3,3,5,3,1,3,"i am often running late","everytime it suits me",3,3,3,3,3,3,4,4,2,2,,3,3,4,4,5,3,3,3,5,5,4,3,"no time at all",3,4,3,3,3,3,3,19,165,55,3,"female","right handed","secondary school","no","village","house/bungalow"
5,3,3,2,1,2,2,4,3,2,2,4,4,2,2,2,4,2,1,5,3,5,5,5,4,2,2,2,2,2,3,1,1,2,1,1,4,3,4,1,1,5,2,4,1,1,1,1,2,4,3,1,2,5,3,1,4,5,1,3,5,4,1,3,5,4,2,1,1,2,3,3,2,"tried smoking","social drinker",3,2,1,4,2,2,2,4,4,1,2,4,2,1,2,4,4,3,2,4,1,3,3,4,3,5,4,2,4,3,2,4,"i am often early","sometimes",2,3,3,4,4,3,4,4,3,3,4,3,3,4,4,3,2,3,2,5,3,4,2,"few hours a day",4,5,3,3,4,2,5,20,176,63,0,"female","right handed","secondary school","yes","city","block of flats"
5,5,5,2,2,3,5,5,5,2,4,4,4,3,3,2,4,5,2,5,5,4,5,5,5,3,5,5,5,2,2,2,2,2,1,1,5,4,2,5,5,4,1,4,4,1,2,3,2,4,1,3,1,5,4,3,1,4,4,4,5,1,5,3,3,1,5,1,3,2,2,5,3,"tried smoking","social drinker",3,5,3,5,4,1,1,4,4,2,5,1,1,1,5,5,5,5,1,5,1,5,5,5,2,5,3,1,5,3,3,3,"i am always on time","sometimes",1,3,3,5,3,2,2,5,5,3,3,5,5,3,5,5,3,3,4,5,3,3,3,"few hours a day",3,5,1,4,3,1,4,19,164,60,2,"female","right handed","secondary school","no","village","house/bungalow"
5,2,2,2,3,3,3,4,5,1,2,2,1,3,2,5,4,2,4,5,2,2,5,5,4,4,5,5,4,3,4,3,4,2,1,1,5,4,2,1,1,5,3,5,2,1,2,2,2,4,3,3,5,5,3,5,3,5,3,3,5,2,5,5,3,3,2,4,1,3,3,3,2,"never smoked","social drinker",3,3,2,3,3,4,4,4,4,2,4,4,2,1,4,5,3,5,2,5,1,3,5,4,5,4,4,1,5,3,1,3,"i am often early","sometimes",3,3,3,5,3,3,4,4,4,4,4,5,4,5,3,3,2,3,3,5,5,3,3,"few hours a day",5,5,3,2,2,2,3,20,155,44,0,"female","right handed","secondary school","yes","village","house/bungalow"
5,3,3,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,3,5,5,5,5,3,1,2,1,2,1,2,1,3,1,1,5,5,5,1,3,1,1,1,2,2,1,5,1,5,5,2,1,1,5,2,5,2,5,5,1,5,1,1,3,2,1,3,3,1,2,1,2,2,"tried smoking","social drinker",3,3,3,1,3,3,4,5,5,1,5,5,2,1,2,1,3,5,1,3,1,1,2,5,4,1,3,4,5,2,1,5,"i am often early","never",5,4,2,5,3,3,3,5,5,1,2,5,5,5,3,3,3,3,1,2,3,2,5,"few hours a day",3,1,1,1,5,3,3,17,167,57,2,"female","left handed","primary school","yes","city","block of flats"
5,3,5,3,2,2,5,5,3,1,1,4,2,1,5,2,5,3,2,5,1,2,5,5,1,5,5,2,3,1,4,2,4,3,2,1,5,3,4,1,1,2,1,2,5,3,3,1,1,3,1,1,1,4,1,3,5,5,1,2,5,1,5,1,1,1,2,5,4,3,1,1,1,"current smoker","social drinker",4,2,5,5,1,3,1,5,4,1,5,3,1,1,3,5,4,5,1,5,1,5,5,5,5,4,5,2,4,3,1,5,"i am often early","only to avoid hurting someone",3,5,3,4,3,3,3,5,2,3,5,2,1,5,3,5,3,5,3,1,5,3,3,"few hours a day",3,4,1,3,3,1,3,23,171,59,2,"female","right handed","secondary school","no","village","house/bungalow"
5,3,2,5,4,5,5,3,5,4,3,3,3,4,4,4,5,1,4,5,1,3,4,4,2,1,5,5,5,4,2,2,5,1,2,2,4,2,1,4,4,5,3,5,4,1,1,4,5,5,3,5,5,3,5,1,1,1,4,5,5,4,3,1,2,1,4,3,2,1,1,5,3,"never smoked","social drinker",4,1,2,4,4,5,2,4,5,1,5,4,1,1,5,5,4,3,3,4,2,2,5,5,3,4,4,2,4,3,1,4,"i am often running late","never",4,1,3,2,3,3,4,5,5,,3,5,4,4,4,4,3,4,4,2,5,4,3,"few hours a day",5,1,1,3,1,1,4,20,158,50,2,"female","right handed","secondary school","no","city","block of flats"
5,3,3,4,2,1,2,5,2,1,1,3,2,1,2,1,5,1,1,3,2,2,5,5,2,2,5,5,2,2,2,3,2,2,1,1,5,2,3,1,1,2,2,2,1,3,3,1,1,2,3,2,1,1,5,1,5,5,1,1,5,3,1,1,3,3,1,5,5,3,5,5,3,"current smoker","social drinker",4,3,3,3,2,3,1,4,3,5,2,3,2,1,1,4,2,4,1,4,4,1,5,4,1,5,3,1,1,4,1,1,"i am often early","only to avoid hurting someone",3,4,3,5,3,3,3,2,3,4,5,4,3,5,4,5,5,4,1,4,4,3,3,"few hours a day",1,5,5,3,5,2,3,20,170,60,1,"female","right handed","secondary school","no","city","block of flats"
5,3,5,3,2,3,3,4,4,3,1,4,2,3,3,3,2,5,2,5,3,4,5,3,5,5,4,5,5,4,5,4,2,4,5,3,5,5,2,2,2,1,3,4,1,1,5,2,4,5,2,2,1,5,5,1,3,3,5,3,5,4,1,3,1,1,4,2,5,2,3,4,3,"tried smoking","social drinker",3,5,2,3,3,3,4,4,3,2,4,4,4,2,2,1,4,4,2,4,2,4,2,3,2,5,4,3,5,3,2,3,"i am often running late","everytime it suits me",4,4,3,4,3,3,2,3,4,3,4,4,1,1,4,4,3,3,2,4,4,3,3,"few hours a day",4,4,4,3,3,4,4,19,182,65,2,"male","right handed","secondary school","no","city","block of flats"
5,4,1,2,1,5,1,1,5,5,2,1,1,4,3,5,2,1,1,5,4,5,5,2,5,3,5,5,3,1,2,2,2,2,4,4,5,3,1,1,1,5,5,3,1,1,1,1,3,5,1,3,1,4,2,1,1,1,4,3,5,1,2,1,1,4,4,1,3,3,2,1,5,"tried smoking","social drinker",1,3,1,1,1,4,1,3,5,1,5,3,2,2,5,5,1,5,1,5,1,1,5,3,2,5,3,3,3,3,1,1,"i am always on time","sometimes",5,2,1,1,1,5,5,2,3,2,1,5,1,3,3,3,5,4,5,5,1,2,1,"most of the day",4,1,1,5,1,1,5,20,182,63,1,"female","right handed","secondary school","yes","city","block of flats"
2,3,3,3,3,2,2,3,4,2,2,2,1,3,5,2,5,1,5,3,1,1,5,1,1,4,3,1,5,1,1,5,4,4,1,2,2,2,2,4,3,5,4,4,3,4,4,2,3,5,,2,2,5,2,1,1,1,3,5,5,1,1,1,1,1,3,1,1,1,1,5,1,"current smoker","social drinker",4,4,5,3,4,2,4,3,3,1,5,3,1,1,3,4,5,5,5,5,1,1,5,5,3,3,5,5,5,4,3,4,"i am always on time","only to avoid hurting someone",1,5,2,2,4,3,2,3,3,3,3,3,3,2,4,5,3,3,5,3,5,3,5,"few hours a day",4,1,3,4,3,1,3,19,175,72,4,"male","right handed","secondary school","no","village","house/bungalow"
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"tried smoking","never",2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"i am often early","only to avoid hurting someone",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"few hours a day",3,3,3,3,3,3,3,19,197,96,0,"male","right handed","secondary school","yes","city","block of flats"
5,3,4,2,3,2,2,5,2,1,2,2,1,1,1,1,3,1,1,5,5,4,5,5,4,1,4,5,3,1,4,3,2,4,4,2,5,5,5,2,1,5,1,5,1,4,2,3,2,5,5,4,5,2,5,4,4,5,2,2,5,3,5,2,1,3,3,3,3,2,5,4,3,"never smoked","social drinker",4,3,3,5,4,2,2,3,4,4,3,2,1,4,2,3,4,5,2,4,2,3,5,4,4,2,5,4,5,3,1,3,"i am often early","sometimes",2,2,5,5,2,3,4,3,3,4,4,4,3,4,3,3,2,3,3,5,5,3,3,"few hours a day",2,5,4,3,5,3,4,18,170,50,1,"female","right handed","secondary school","no","city","house/bungalow"
5,4,3,4,2,5,4,2,5,2,1,3,3,5,3,5,2,3,4,4,1,2,3,3,3,3,4,4,5,3,3,3,5,4,3,2,3,3,2,2,2,5,,5,3,3,1,4,2,5,3,5,5,4,1,4,1,3,3,4,4,1,3,3,2,1,2,4,5,3,1,4,4,"former smoker","social drinker",4,2,4,4,5,5,2,3,4,5,3,4,3,5,3,4,5,4,2,4,3,2,4,3,5,4,3,5,2,3,3,3,"i am often early","sometimes",3,3,4,5,4,3,4,4,5,5,4,3,5,4,3,2,2,3,5,5,4,4,3,"few hours a day",3,3,2,3,3,2,5,19,165,55,1,"female","right handed","secondary school","no","city","block of flats"
5,5,5,2,2,2,4,5,4,2,2,4,3,2,4,3,5,3,2,5,4,2,5,4,3,2,4,5,1,1,3,1,4,2,3,2,3,2,3,4,1,3,3,5,2,4,3,3,1,2,2,1,3,5,4,2,2,5,1,3,5,2,3,1,1,4,2,4,1,4,1,2,1,"current smoker","drink a lot",1,2,1,3,1,2,1,3,5,5,2,1,1,5,4,4,3,5,1,4,1,1,2,1,1,5,1,3,1,4,1,5,"i am often running late","only to avoid hurting someone",3,5,3,5,5,3,1,3,5,3,5,1,3,2,5,3,1,3,2,5,1,3,5,"few hours a day",1,5,3,4,5,4,2,15,176,53,3,"female","right handed","secondary school","no","city","block of flats"
3,3,3,3,1,3,3,5,4,3,3,5,4,3,3,3,3,3,3,5,5,5,5,,4,5,3,5,3,2,5,2,2,2,2,2,5,5,2,5,5,3,2,3,5,3,3,4,1,3,1,1,1,1,5,3,3,3,5,5,5,4,5,3,,1,3,4,1,3,3,3,5,"former smoker","social drinker",3,2,3,4,3,3,3,3,3,3,5,3,1,3,3,3,3,3,3,5,2,3,5,4,3,3,4,5,3,3,3,3,"i am often running late","sometimes",3,3,3,3,3,3,3,4,4,3,3,5,5,4,4,4,3,3,3,5,4,3,3,"few hours a day",3,1,1,1,1,1,3,19,167,54,1,"female","right handed","college/bachelor degree","no","village","house/bungalow"
5,3,3,2,1,2,3,5,2,1,1,4,3,3,2,1,1,1,1,5,3,3,5,5,4,2,2,2,2,1,3,1,1,1,2,1,5,5,1,2,2,3,1,3,2,2,1,1,1,1,1,1,1,3,1,1,3,4,1,2,5,1,5,1,2,3,1,4,3,1,1,2,3,"tried smoking","social drinker",1,1,1,1,1,3,2,3,4,5,5,3,1,1,1,1,1,3,5,3,3,3,5,5,3,5,3,3,3,3,1,3,"i am always on time","sometimes",2,3,3,4,4,4,3,3,3,3,3,5,1,4,4,4,2,3,2,5,3,3,3,"most of the day",5,5,3,3,3,2,3,15,170,49,1,"female","right handed","secondary school","no","city","block of flats"
5,3,3,3,2,3,3,4,4,1,1,2,2,4,3,1,4,1,2,5,2,3,5,5,3,3,4,4,3,2,2,3,3,1,4,3,4,4,4,3,1,5,5,5,2,1,3,3,1,4,3,2,1,2,4,3,3,4,3,3,5,4,4,1,5,4,1,3,3,2,1,3,3,"tried smoking","social drinker",4,3,2,5,4,5,2,4,5,3,3,4,3,3,4,4,5,4,1,4,2,4,3,5,4,5,3,4,2,4,2,3,"i am often running late","sometimes",3,2,4,4,4,4,4,4,4,4,4,5,4,5,3,4,2,3,3,3,3,4,3,"few hours a day",2,5,5,4,3,5,4,19,168,72,1,"female","right handed","secondary school","no","city","block of flats"
5,3,4,3,4,4,3,2,4,4,4,3,2,2,3,2,3,2,3,4,2,3,5,4,2,2,5,5,4,4,4,4,4,4,3,4,3,2,2,3,2,5,2,4,2,2,1,3,4,5,4,4,2,3,3,1,1,3,4,5,5,4,5,1,1,1,3,1,2,1,1,1,1,"never smoked","never",5,4,4,4,4,4,5,4,5,1,4,1,1,1,2,5,5,3,1,4,1,3,5,5,1,1,1,1,5,5,3,3,"i am often early","never",4,4,2,4,4,3,2,3,3,3,3,3,3,1,5,5,3,3,5,2,4,2,3,"few hours a day",3,4,3,3,3,3,4,21,163,49,2,"female","left handed","masters degree","no","city","house/bungalow"
5,3,3,2,1,2,2,5,2,1,1,2,3,3,3,2,5,1,2,4,1,1,5,5,4,2,5,5,5,2,3,1,2,2,5,3,5,2,1,5,5,1,1,4,3,1,1,1,1,4,5,1,1,5,2,4,2,5,4,1,5,3,5,1,2,4,2,5,4,2,5,4,3,"never smoked","never",4,2,5,3,2,5,1,5,4,3,3,4,2,1,3,5,4,5,1,5,2,4,5,5,2,2,5,5,1,3,3,5,"i am often early","sometimes",2,5,5,4,3,3,2,4,4,4,4,5,4,5,3,4,3,3,3,2,4,3,3,"few hours a day",4,3,3,3,4,3,4,19,152,47,2,"female","right handed","college/bachelor degree","no","city","block of flats"
5,3,3,1,2,4,4,3,5,3,4,1,1,1,3,2,4,2,4,5,4,4,4,3,3,4,4,4,4,2,3,3,3,3,2,2,3,2,1,5,4,5,3,5,5,4,1,2,5,4,1,2,2,1,1,2,1,2,5,2,4,3,3,1,1,1,1,2,2,2,2,4,3,"tried smoking","social drinker",3,2,2,3,4,4,3,3,4,2,4,3,3,4,4,3,4,4,2,3,2,2,4,3,3,2,2,3,4,2,2,2,"i am often early","sometimes",2,3,4,3,3,2,4,4,2,3,2,2,5,3,4,3,2,3,4,3,2,2,4,"few hours a day",4,2,1,2,2,4,4,17,158,57,1,"female","right handed","secondary school","no","village","house/bungalow"
5,3,3,2,1,1,3,4,5,4,5,5,5,5,5,5,3,2,1,5,3,3,5,4,2,2,5,5,5,2,5,3,5,3,1,1,5,4,2,2,1,4,4,4,2,2,1,2,1,2,,1,1,1,1,1,5,5,2,5,5,1,5,2,4,4,5,5,5,4,5,5,4,"current smoker","social drinker",3,4,2,5,4,5,2,3,5,1,5,2,2,5,5,1,4,5,2,4,2,2,5,5,3,5,3,2,1,3,2,3,"i am often running late","only to avoid hurting someone",2,2,4,4,2,4,4,4,4,4,4,5,3,4,4,3,2,3,3,4,2,3,3,"few hours a day",2,4,3,2,4,3,3,23,165,70,1,"female","right handed","college/bachelor degree","no","city","block of flats"
5,3,4,3,1,1,1,4,5,5,5,5,5,4,5,4,2,1,1,5,4,3,4,2,1,5,3,3,4,2,5,4,1,3,2,1,4,4,2,2,1,4,3,3,2,2,5,2,1,4,3,1,1,4,5,1,4,4,3,3,5,5,5,3,3,3,1,2,4,2,4,4,4,"never smoked","social drinker",3,4,3,1,2,4,3,4,4,1,5,3,2,5,4,3,2,3,1,4,2,4,5,5,2,5,4,2,4,3,3,4,"i am often early","only to avoid hurting someone",3,5,2,3,3,4,2,5,3,4,4,4,3,4,4,4,4,4,2,4,4,3,2,"less than an hour a day",4,4,4,4,4,3,5,24,177,80,0,"male","right handed","secondary school","yes","village","house/bungalow"
5,3,2,4,3,5,3,2,5,5,5,2,5,4,3,5,2,1,5,5,3,2,5,2,2,4,3,5,5,1,2,3,4,2,3,2,3,1,1,5,5,5,3,4,5,1,1,5,3,5,1,1,2,1,2,2,1,2,4,5,5,1,5,1,1,3,2,2,1,2,5,2,4,"former smoker","social drinker",3,1,2,1,5,3,3,3,3,2,4,4,3,4,4,5,3,3,3,4,1,3,5,5,3,5,4,4,4,3,3,1,"i am often running late","sometimes",2,3,2,3,1,3,3,3,3,1,5,5,5,5,4,2,2,3,3,5,1,3,3,"less than an hour a day",4,1,3,2,1,1,4,19,170,55,1,"female","right handed","secondary school","no","city","block of flats"
5,3,4,2,2,4,4,4,4,2,4,4,4,5,4,4,4,4,3,5,3,5,4,5,4,5,5,5,4,3,3,3,4,3,2,1,5,4,4,3,2,4,4,5,3,4,2,4,1,4,3,3,2,4,4,1,2,4,4,3,5,5,1,2,2,3,1,4,5,5,3,2,2,"former smoker","drink a lot",2,5,2,2,4,3,3,4,3,2,4,3,2,1,2,5,3,4,2,5,2,3,5,5,3,3,3,2,3,4,4,5,"i am often running late","sometimes",4,5,4,3,3,4,2,5,5,1,4,2,4,2,4,5,3,4,5,5,4,4,2,"few hours a day",3,4,4,4,3,4,3,19,178,67,2,"female","right handed","college/bachelor degree","no","city","block of flats"
5,4,5,3,3,2,2,4,3,1,1,4,3,2,4,1,3,2,1,4,3,3,5,4,1,2,3,4,5,2,2,5,5,5,1,1,3,3,3,1,1,4,2,2,2,5,4,3,1,5,4,2,4,2,4,5,1,1,4,4,5,3,4,1,3,5,5,4,4,5,5,5,2,"current smoker","social drinker",3,3,2,4,3,4,3,5,5,4,5,3,2,3,4,5,4,4,2,2,2,3,4,4,2,4,3,1,2,3,1,5,"i am always on time","sometimes",3,4,3,3,4,3,1,2,3,4,4,3,2,4,4,4,4,3,3,5,4,2,3,"few hours a day",4,3,1,3,3,4,4,22,170,60,0,"female","right handed","secondary school","yes","city","house/bungalow"
5,3,3,3,4,4,5,3,4,4,3,2,2,4,3,3,5,4,3,5,4,3,5,4,5,3,5,5,4,3,4,5,5,4,2,2,5,5,3,2,2,5,3,5,2,3,3,5,3,2,3,2,5,4,2,2,4,5,4,5,5,1,2,1,1,3,5,4,1,1,3,2,2,"former smoker","drink a lot",2,5,1,3,4,3,1,2,3,1,4,3,5,5,1,5,4,5,2,5,2,3,5,3,4,5,3,5,4,3,2,3,"i am often early","everytime it suits me",3,5,5,4,5,3,2,3,4,3,4,3,3,4,3,3,4,3,3,5,5,2,3,"few hours a day",2,5,3,4,4,4,3,20,170,70,1,"female","right handed","college/bachelor degree","no","city","block of flats"
5,4,5,3,5,2,2,5,5,4,3,1,1,1,4,3,3,1,1,5,4,4,5,4,5,4,5,5,3,3,5,4,1,1,3,1,5,1,4,1,1,4,1,4,1,2,1,1,3,4,2,4,1,5,2,1,2,4,1,3,5,5,1,1,1,1,1,3,4,2,1,5,2,"tried smoking","never",3,1,1,1,1,1,3,4,5,5,5,3,3,1,1,2,3,5,1,5,4,5,5,5,4,5,3,4,5,4,2,4,"i am often running late","only to avoid hurting someone",4,5,3,4,3,1,5,5,5,2,3,2,3,4,3,3,1,4,5,4,4,3,,"few hours a day",1,3,3,5,5,1,5,21,,,2,"female","right handed","college/bachelor degree","no","village","house/bungalow"
5,3,2,1,3,3,1,4,5,3,1,2,2,3,5,1,2,2,2,5,5,4,5,4,5,5,3,3,4,4,4,5,3,4,2,2,5,5,4,1,1,2,2,5,2,4,3,1,1,1,1,1,1,4,5,1,1,2,3,2,5,2,1,2,1,1,2,5,2,2,1,1,1,"tried smoking","social drinker",3,2,4,5,5,4,5,5,5,1,5,4,1,2,3,5,3,3,3,5,2,2,3,4,4,2,2,2,2,4,1,3,"i am often early","only to avoid hurting someone",3,4,3,5,4,3,3,4,4,2,4,4,3,2,4,4,3,3,2,3,3,3,3,"few hours a day",4,5,4,3,4,4,3,19,188,76,0,"male","right handed","secondary school","yes","city","block of flats"
5,4,3,5,2,4,3,3,4,2,3,5,5,2,3,5,4,3,3,5,4,4,5,2,5,3,5,5,5,3,5,4,3,3,3,3,5,3,2,5,5,5,5,4,3,2,4,3,2,5,2,1,1,1,5,5,3,2,5,2,5,5,5,1,1,1,1,1,1,1,3,1,3,"tried smoking","social drinker",4,4,1,1,1,5,5,5,4,5,4,4,1,5,4,5,5,5,1,3,1,1,3,4,3,4,1,5,5,5,1,5,"i am always on time","only to avoid hurting someone",3,5,2,3,5,1,4,4,3,4,5,3,1,1,4,4,4,4,1,3,5,4,3,"few hours a day",3,3,5,2,1,5,4,19,180,85,2,"male","right handed","secondary school","no","village","house/bungalow"
5,3,4,2,2,2,1,4,3,1,3,3,3,1,1,1,2,2,1,4,3,3,5,5,3,2,5,5,5,1,1,3,4,1,1,1,5,1,1,1,,1,1,2,1,5,1,1,3,2,1,2,1,3,1,1,2,5,1,2,4,1,5,4,2,4,5,2,4,3,5,4,1,"current smoker","social drinker",3,2,2,3,4,4,5,4,4,4,5,5,3,5,5,5,5,5,1,5,2,4,5,3,4,3,4,3,5,3,2,3,"i am always on time","only to avoid hurting someone",2,5,4,5,4,4,1,5,5,5,5,3,1,5,4,4,3,3,1,3,2,3,4,"few hours a day",3,5,5,5,5,2,5,20,161,53,1,"female","right handed","college/bachelor degree","no","city","block of flats"
5,3,4,2,1,3,4,2,5,5,3,2,3,2,2,4,5,5,2,4,1,1,5,5,3,1,3,4,3,2,4,3,4,2,1,2,4,2,2,3,1,3,1,3,3,2,2,3,3,4,5,4,5,5,5,1,2,5,2,5,4,3,4,3,2,3,1,5,1,1,1,1,1,"current smoker","social drinker",3,2,1,1,2,3,1,1,4,3,4,1,1,5,2,4,5,5,2,5,1,5,5,5,5,5,1,3,5,2,2,4,"i am often running late","never",3,2,5,4,4,3,1,2,5,4,3,3,3,5,2,5,3,3,3,5,5,3,2,"few hours a day",3,5,2,4,4,4,4,18,178,69,1,"female","right handed","secondary school","no","city","house/bungalow"
5,3,4,2,3,4,1,2,4,4,5,4,4,5,5,2,5,3,2,4,1,4,5,2,3,3,4,1,5,5,5,2,3,3,1,4,4,3,1,5,5,2,4,4,5,1,4,3,1,4,3,5,1,5,1,1,1,2,4,2,5,1,5,1,1,2,5,2,1,1,3,4,3,"former smoker","drink a lot",4,2,4,5,5,3,3,4,4,5,5,4,2,4,5,5,5,5,1,3,4,2,3,5,4,3,2,4,1,4,2,3,"i am often early","sometimes",2,1,3,4,4,3,3,4,2,4,4,3,3,4,3,4,2,3,3,4,4,3,2,"few hours a day",2,1,4,4,2,1,1,19,178,74,1,"male","right handed","secondary school","no","city","block of flats"
5,3,1,1,2,1,2,3,2,1,1,1,2,1,2,2,3,1,1,3,3,4,5,2,1,1,3,3,1,1,2,1,3,2,1,1,4,1,5,2,1,1,1,3,1,1,4,1,1,4,1,1,1,2,1,1,2,4,2,3,4,1,5,3,4,3,3,5,5,5,3,2,5,"tried smoking","never",3,3,4,4,4,5,2,4,3,2,3,3,1,2,3,1,5,5,4,5,1,5,5,5,3,3,4,2,3,3,2,3,"i am often early","sometimes",3,3,3,4,1,3,1,5,3,4,5,5,3,3,4,3,3,3,5,3,3,3,1,"less than an hour a day",4,3,3,3,4,3,4,20,165,50,2,"female","right handed","secondary school","no","city","block of flats"
5,3,4,2,3,3,2,4,4,2,4,4,,5,3,2,3,3,2,5,2,4,4,4,3,4,3,3,5,4,4,2,2,2,5,3,5,5,4,3,2,1,3,4,3,2,3,2,1,4,2,2,1,5,5,3,2,2,5,3,4,5,1,1,4,1,2,1,5,1,1,2,2,"never smoked","social drinker",4,3,3,2,4,3,4,5,5,3,3,3,1,2,2,4,1,5,1,2,1,1,3,4,1,4,3,1,3,3,2,5,"i am often early","never",3,4,2,4,4,2,2,5,3,2,4,4,3,2,4,5,3,3,3,5,5,3,2,"few hours a day",3,1,5,3,3,5,4,22,187,91,1,"male","right handed","secondary school","no","city","block of flats"
