"id","text","author"
"id15658","In the first few degrees of this its progress, its surface is very sensibly flattened, farther on depressed into a plane, and finally, becoming not a little concave, it terminates, at the Pole itself, in a circular centre, sharply defined, whose apparent diameter subtended at the balloon an angle of about sixty five seconds, and whose dusky hue, varying in intensity, was, at all times, darker than any other spot upon the visible hemisphere, and occasionally deepened into the most absolute and impenetrable blackness.","EAP"
"id25459","I quitted him to take a few hours rest.","MWS"
"id17319","What magnificent events may ensue, it would be useless now to think of determining.","EAP"
"id20549","As for those who in your world knew not the loveliness of benevolence justice they are placed apart some claimed by the evil spirit in vain sought for by the good but She whose delight is to reform the wicked takes all she can delivers them to her ministers not to be punished but to be exercised instructed untill acquiring a love of virtue they are fitted for these gardens where they will acquire a love of knowledge As Fantasia talked I saw various groupes of figures as they walked among the allies of the gardens or were seated on the grassy plots either in contemplation or conversation several advanced together towards the fountain where I sat As they approached I observed the principal figure to be that of a woman about years of age her eyes burned with a deep fire and every line of her face expressed enthusiasm wisdom try seemed seated on her lips which were beautifully formed every motion of her limbs although not youthful was inexpressibly graceful her black hair was bound in tresses round her head and her brows were encompassed by a fillet her dress was that of a simple tunic bound at the waist by a broad girdle and a mantle which fell over her left arm she was encompassed by several youths of both sexes who appeared to hang on her words to catch the inspiration as it flowed from her with looks either of eager wonder or stedfast attention with eyes all bent towards her eloquent countenance which beamed with the mind within I am going said Fantasia but I leave my spirit with you without which this scene wd fade away I leave you in good company that female whose eyes like the loveliest planet in the heavens draw all to gaze on her is the Prophetess Diotima the instructress of Socrates The company about her are those just escaped from the world there they were unthinking or misconducted in the pursuit of knowledge.","MWS"
"id09904","It appeared to me evidently in the nature of a rare atmosphere extending from the sun outward, beyond the orbit of Venus at least, and I believed indefinitely farther.","EAP"
"id19285","I adjure you, my father, has not an unnatural passion seized upon your heart?","MWS"
"id00256","I have merely set down certain things appealing to me as facts, allowing you to construe them as you will.","HPL"
"id12107","Like to our first parents, the whole earth is before him, a wide desart.","MWS"
"id26852","Better be cautious in these old places our rodent friends are the one drawback, though I sometimes think they're a positive asset by way of atmosphere and colour.""","HPL"
"id15615","For example, there may be a deposition of dew upon the silk, to the extent, even, of several hundred pounds; ballast has then to be thrown out, or the machine may descend.","EAP"
"id09758","Might have been a woman's voice.","EAP"
"id06957","Besides, I had serious scruples of conscience.","EAP"
"id18970","Don't think I was a fool you ought to have seen that skull.","HPL"
"id15145","As I came, dressed in white, covered only by my tartan rachan, my hair streaming on my shoulders, and shooting across with greater speed that it could be supposed I could give to my boat, my father has often told me that I looked more like a spirit than a human maid.","MWS"
"id15109","When shown the body, she fell into violent hysterics and kept her bed for several days.","MWS"
"id11949","I should not call that sound a voice, for it was too awful.","HPL"
"id26478","The coach was crammed to repletion; but in the uncertain twilight the features of my companions could not be distinguished.","EAP"
"id07850","Do you expect me to pay for what I did not take?""","EAP"
"id18524","The sight turned him giddy after a while, so that he would have fallen to the pavement had he not clutched instinctively at the lustrous balustrade.","HPL"
"id09885","I must pause here, for it requires all my fortitude to recall the memory of the frightful events which I am about to relate, in proper detail, to my recollection.","MWS"
"id26662","""Upon this latter point,"" said Madame Lalande, laughingly, ""you have been surely injudicious in coming to confession; for, without the confession, I take it for granted that no one would have accused you of the crime.","EAP"
"id13519","Oh, how I longed then for the dear soothings of maternal Nature, as my wounded heart was still further stung by the roar of heartless merriment from the public house, by the sight of the drunkard reeling home, having lost the memory of what he would find there in oblivious debauch, and by the more appalling salutations of those melancholy beings to whom the name of home was a mockery.","MWS"
